"gene","module","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"FUN_013364","ME14","ptg000008l:21687329-21690843","Q5ZIT5","Ras-related protein Rab-10 (EC 3.6.5.2)","Gallus gallus (Chicken)","axonogenesis [GO:0007409]; cellular response to insulin stimulus [GO:0032869]; endoplasmic reticulum tubular network organization [GO:0071786]; endosomal transport [GO:0016197]; establishment of neuroblast polarity [GO:0045200]; establishment of protein localization to endoplasmic reticulum membrane [GO:0097051]; Golgi to plasma membrane protein transport [GO:0043001]; Golgi to plasma membrane transport [GO:0006893]; polarized epithelial cell differentiation [GO:0030859]; protein localization to basolateral plasma membrane [GO:1903361]; protein localization to plasma membrane [GO:0072659]; protein secretion [GO:0009306]; regulation of exocytosis [GO:0017157]; vesicle docking involved in exocytosis [GO:0006904]; vesicle-mediated transport [GO:0016192]","GO:0003924; GO:0003925; GO:0005525; GO:0005768; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0005929; GO:0006893; GO:0006904; GO:0007409; GO:0008021; GO:0009306; GO:0016192; GO:0016197; GO:0017157; GO:0019003; GO:0030670; GO:0030859; GO:0031489; GO:0032593; GO:0032869; GO:0043001; GO:0043231; GO:0045200; GO:0048471; GO:0055037; GO:0055038; GO:0071782; GO:0071786; GO:0072659; GO:0097051; GO:1903361"
"FUN_014562","ME5","ptg000009l:1182300-1183612","A2BIR6","Carbohydrate deacetylase (EC 3.5.1.-)","Danio rerio (Zebrafish) (Brachydanio rerio)","carbohydrate metabolic process [GO:0005975]","GO:0000287; GO:0005975; GO:0019213"
"FUN_014563","ME13","ptg000009l:1184306-1186616","Q9K9H0","Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase)","Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)","glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]","GO:0004451; GO:0006097; GO:0006099; GO:0046872"
"FUN_014564","ME13","ptg000009l:1193405-1194769","P28344","Malate synthase, glyoxysomal (EC 2.3.3.9)","Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)","acetate catabolic process [GO:0045733]; carbon utilization [GO:0015976]; fatty acid catabolic process [GO:0009062]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]","GO:0004474; GO:0005737; GO:0005777; GO:0005782; GO:0006097; GO:0006099; GO:0009062; GO:0009514; GO:0015976; GO:0045733"
"FUN_014565","ME6","ptg000009l:1195136-1196331","Q9ZH77","Malate synthase (EC 2.3.3.9)","Streptomyces clavuligerus","glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099]","GO:0004474; GO:0005737; GO:0006097; GO:0006099"
"FUN_014590","ME14","ptg000009l:1348412-1349732","Q9R1I1","Carbohydrate sulfotransferase 4 (EC 2.8.2.-) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 3) (GST-3) (High endothelial cells N-acetylglucosamine 6-O-sulfotransferase) (HEC-GlcNAc6ST) (L-selectin ligand sulfotransferase) (LSST) (N-acetylglucosamine 6-O-sulfotransferase 2) (GlcNAc6ST-2) (Gn6st-2)","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; inflammatory response [GO:0006954]; leukocyte tethering or rolling [GO:0050901]; N-acetylglucosamine metabolic process [GO:0006044]; positive regulation of leukocyte tethering or rolling [GO:1903238]; protein sulfation [GO:0006477]; sulfur compound metabolic process [GO:0006790]","GO:0000139; GO:0001517; GO:0005802; GO:0005975; GO:0006044; GO:0006477; GO:0006790; GO:0006954; GO:0050901; GO:1903238"
"FUN_014766","ME51","ptg000009l:2890574-2892507","O88199","Carbohydrate sulfotransferase 3 (EC 2.8.2.17) (EC 2.8.2.21) (Chondroitin 6-O-sulfotransferase 1) (C6ST-1) (Chondroitin 6-sulfotransferase) (C6ST) (Galactose/N-acetylglucosamine/N-acetylglucosamine 6-O-sulfotransferase 0) (GST-0)","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; chondroitin sulfate biosynthetic process [GO:0030206]; N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]; T cell homeostasis [GO:0043029]","GO:0000139; GO:0001517; GO:0005794; GO:0005802; GO:0005975; GO:0006044; GO:0006790; GO:0008459; GO:0030206; GO:0043029; GO:0050698"
"FUN_014844","ME7","ptg000009l:3618892-3629662","Q07954","Prolow-density lipoprotein receptor-related protein 1 (LRP-1) (Alpha-2-macroglobulin receptor) (A2MR) (Apolipoprotein E receptor) (APOER) (CD antigen CD91) [Cleaved into: Low-density lipoprotein receptor-related protein 1 85 kDa subunit (LRP-85); Low-density lipoprotein receptor-related protein 1 515 kDa subunit (LRP-515); Low-density lipoprotein receptor-related protein 1 intracellular domain (LRPICD)]","Homo sapiens (Human)","amyloid-beta clearance [GO:0097242]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; amyloid-beta clearance by transcytosis [GO:0150093]; aorta morphogenesis [GO:0035909]; apoptotic cell clearance [GO:0043277]; astrocyte activation involved in immune response [GO:0002265]; cellular response to amyloid-beta [GO:1904646]; enzyme-linked receptor protein signaling pathway [GO:0007167]; lipid metabolic process [GO:0006629]; lipoprotein transport [GO:0042953]; lysosomal transport [GO:0007041]; negative regulation of gene expression [GO:0010629]; negative regulation of metallopeptidase activity [GO:1905049]; negative regulation of pathway-restricted SMAD protein phosphorylation [GO:0060394]; negative regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000587]; negative regulation of SMAD protein signal transduction [GO:0060392]; negative regulation of smooth muscle cell migration [GO:0014912]; negative regulation of Wnt signaling pathway [GO:0030178]; phagocytosis [GO:0006909]; positive regulation of amyloid-beta clearance [GO:1900223]; positive regulation of cell death [GO:0010942]; positive regulation of cholesterol efflux [GO:0010875]; positive regulation of cholesterol transport [GO:0032376]; positive regulation of endocytosis [GO:0045807]; positive regulation of lipid transport [GO:0032370]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of protein binding [GO:0032092]; positive regulation of protein localization to plasma membrane [GO:1903078]; positive regulation of transcytosis [GO:1904300]; receptor internalization [GO:0031623]; receptor-mediated endocytosis [GO:0006898]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cholesterol transport [GO:0032374]; regulation of extracellular matrix disassembly [GO:0010715]; regulation of phospholipase A2 activity [GO:0032429]; retinoid metabolic process [GO:0001523]; transcytosis [GO:0045056]; transport across blood-brain barrier [GO:0150104]","GO:0001523; GO:0001540; GO:0002265; GO:0003723; GO:0005041; GO:0005044; GO:0005509; GO:0005634; GO:0005765; GO:0005769; GO:0005794; GO:0005856; GO:0005886; GO:0005905; GO:0005925; GO:0006629; GO:0006898; GO:0006909; GO:0007041; GO:0007167; GO:0010629; GO:0010715; GO:0010875; GO:0010942; GO:0014912; GO:0016020; GO:0016323; GO:0016964; GO:0030178; GO:0030226; GO:0030666; GO:0031623; GO:0032050; GO:0032092; GO:0032370; GO:0032374; GO:0032376; GO:0032429; GO:0032956; GO:0034185; GO:0035909; GO:0038023; GO:0038024; GO:0042953; GO:0043235; GO:0043277; GO:0043395; GO:0044877; GO:0045056; GO:0045807; GO:0060392; GO:0060394; GO:0062136; GO:0070325; GO:0097242; GO:0098797; GO:0150093; GO:0150094; GO:0150104; GO:1900223; GO:1903078; GO:1904300; GO:1904646; GO:1905049; GO:1905167; GO:2000587"
"FUN_014897","ME2","ptg000009l:4056657-4091432","Q9Y4D8","Probable E3 ubiquitin-protein ligase HECTD4 (EC 2.3.2.26) (HECT domain-containing protein 4) (HECT-type E3 ubiquitin transferase HECTD4)","Homo sapiens (Human)","glucose homeostasis [GO:0042593]; glucose metabolic process [GO:0006006]","GO:0004842; GO:0006006; GO:0016020; GO:0042593"
"FUN_014982","ME4","ptg000009l:4989552-4992711","P51607","N-acylglucosamine 2-epimerase (AGE) (EC 5.1.3.8) (GlcNAc 2-epimerase) (N-acetyl-D-glucosamine 2-epimerase) (Renin-binding protein) (RnBP)","Rattus norvegicus (Rat)","carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044]; N-acetylmannosamine metabolic process [GO:0006051]; N-acetylneuraminate catabolic process [GO:0019262]; negative regulation of catalytic activity [GO:0043086]; negative regulation of endopeptidase activity [GO:0010951]","GO:0004857; GO:0005524; GO:0005975; GO:0006044; GO:0006051; GO:0010951; GO:0017076; GO:0019262; GO:0030414; GO:0042802; GO:0043086; GO:0050121"
"FUN_014993","ME12","ptg000009l:5080958-5084633","P51659","Peroxisomal multifunctional enzyme type 2 (MFE-2) (17-beta-hydroxysteroid dehydrogenase 4) (17-beta-HSD 4) (D-bifunctional protein) (DBP) (Multifunctional protein 2) (MFP-2) (Short chain dehydrogenase/reductase family 8C member 1) [Cleaved into: (3R)-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.n12); Enoyl-CoA hydratase 2 (EC 4.2.1.107) (EC 4.2.1.119) (3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase)]","Homo sapiens (Human)","androgen metabolic process [GO:0008209]; estrogen metabolic process [GO:0008210]; fatty acid beta-oxidation [GO:0006635]; medium-chain fatty-acyl-CoA metabolic process [GO:0036112]; osteoblast differentiation [GO:0001649]; Sertoli cell development [GO:0060009]; very long-chain fatty acid metabolic process [GO:0000038]; very long-chain fatty-acyl-CoA metabolic process [GO:0036111]","GO:0000038; GO:0001649; GO:0003857; GO:0004300; GO:0005777; GO:0005778; GO:0005782; GO:0005829; GO:0006635; GO:0008209; GO:0008210; GO:0016020; GO:0016508; GO:0016853; GO:0033989; GO:0036111; GO:0036112; GO:0042803; GO:0044594; GO:0060009; GO:0106386"
"FUN_015036","ME1","ptg000009l:5528582-5542868","O00562","Membrane-associated phosphatidylinositol transfer protein 1 (Drosophila retinal degeneration B homolog) (Phosphatidylinositol transfer protein, membrane-associated 1) (PITPnm 1) (Pyk2 N-terminal domain-interacting receptor 2) (NIR-2)","Homo sapiens (Human)","brain development [GO:0007420]; lipid metabolic process [GO:0006629]; phosphatidylinositol biosynthetic process [GO:0006661]; phospholipid transport [GO:0015914]; phototransduction [GO:0007602]; protein transport [GO:0015031]","GO:0005509; GO:0005737; GO:0005789; GO:0005811; GO:0005829; GO:0006629; GO:0006661; GO:0007420; GO:0007602; GO:0008525; GO:0008526; GO:0015031; GO:0015914; GO:0016020; GO:0030496; GO:0030971; GO:0031210; GO:0032154; GO:0032580; GO:0035091; GO:0043231; GO:0044297; GO:0070300"
"FUN_015072","ME5","ptg000009l:5866627-5867809","Q11126","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (FUTB) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)","Bos taurus (Bovine)","fucosylation [GO:0036065]; lipid metabolic process [GO:0006629]; oligosaccharide metabolic process [GO:0009311]; positive regulation of cell-cell adhesion [GO:0022409]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; regulation of cell migration [GO:0030334]; regulation of cell population proliferation [GO:0042127]","GO:0006487; GO:0006493; GO:0006629; GO:0009311; GO:0017060; GO:0017083; GO:0022409; GO:0030334; GO:0032580; GO:0036065; GO:0042127; GO:0046920"
"FUN_015085","ME9","ptg000009l:5964598-5965444","Q11126","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (FUTB) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)","Bos taurus (Bovine)","fucosylation [GO:0036065]; lipid metabolic process [GO:0006629]; oligosaccharide metabolic process [GO:0009311]; positive regulation of cell-cell adhesion [GO:0022409]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; regulation of cell migration [GO:0030334]; regulation of cell population proliferation [GO:0042127]","GO:0006487; GO:0006493; GO:0006629; GO:0009311; GO:0017060; GO:0017083; GO:0022409; GO:0030334; GO:0032580; GO:0036065; GO:0042127; GO:0046920"
"FUN_015086","ME27","ptg000009l:5967503-5975495","P12265","Beta-glucuronidase (EC 3.2.1.31)","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; chondroitin sulfate catabolic process [GO:0030207]; glucuronoside catabolic process [GO:0019391]; heparan sulfate proteoglycan catabolic process [GO:0030200]; hyaluronan catabolic process [GO:0030214]","GO:0004566; GO:0005102; GO:0005615; GO:0005764; GO:0005783; GO:0005975; GO:0016787; GO:0019391; GO:0019904; GO:0030200; GO:0030207; GO:0030214; GO:0030246; GO:0043202; GO:0043231"
"FUN_015074","ME0","ptg000009l:5883067-5887154","Q11126","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (FUTB) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)","Bos taurus (Bovine)","fucosylation [GO:0036065]; lipid metabolic process [GO:0006629]; oligosaccharide metabolic process [GO:0009311]; positive regulation of cell-cell adhesion [GO:0022409]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; regulation of cell migration [GO:0030334]; regulation of cell population proliferation [GO:0042127]","GO:0006487; GO:0006493; GO:0006629; GO:0009311; GO:0017060; GO:0017083; GO:0022409; GO:0030334; GO:0032580; GO:0036065; GO:0042127; GO:0046920"
"FUN_015076","ME3","ptg000009l:5919622-5921325","Q11126","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (FUTB) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)","Bos taurus (Bovine)","fucosylation [GO:0036065]; lipid metabolic process [GO:0006629]; oligosaccharide metabolic process [GO:0009311]; positive regulation of cell-cell adhesion [GO:0022409]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; regulation of cell migration [GO:0030334]; regulation of cell population proliferation [GO:0042127]","GO:0006487; GO:0006493; GO:0006629; GO:0009311; GO:0017060; GO:0017083; GO:0022409; GO:0030334; GO:0032580; GO:0036065; GO:0042127; GO:0046920"
"FUN_015090","ME3","ptg000009l:6024679-6027638","Q8K4C0","Flavin-containing monooxygenase 5 (FMO 5) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (NADPH oxidase) (EC 1.6.3.1)","Rattus norvegicus (Rat)","lipid metabolic process [GO:0006629]; NADPH oxidation [GO:0070995]; regulation of cholesterol metabolic process [GO:0090181]; xenobiotic metabolic process [GO:0006805]","GO:0004031; GO:0004497; GO:0004499; GO:0005789; GO:0006629; GO:0006805; GO:0047822; GO:0050660; GO:0050661; GO:0070995; GO:0090181; GO:0106294"
"FUN_015222","ME9","ptg000009l:7635019-7638792","Q9D5J6","Sedoheptulokinase (SHK) (EC 2.7.1.14) (Carbohydrate kinase-like protein)","Mus musculus (Mouse)","carbohydrate metabolic process [GO:0005975]; cellular response to interleukin-13 [GO:0035963]; cellular response to interleukin-4 [GO:0071353]; cellular response to lipopolysaccharide [GO:0071222]; glycerol metabolic process [GO:0006071]; pentose-phosphate shunt, non-oxidative branch [GO:0009052]; phosphorylation [GO:0016310]; regulation of inflammatory response [GO:0050727]; regulation of macrophage activation [GO:0043030]","GO:0005524; GO:0005737; GO:0005829; GO:0005975; GO:0006071; GO:0009052; GO:0016310; GO:0016773; GO:0035963; GO:0043030; GO:0050277; GO:0050727; GO:0071222; GO:0071353"
"FUN_015223","ME8","ptg000009l:7638986-7642249","Q8K4C0","Flavin-containing monooxygenase 5 (FMO 5) (Dimethylaniline monooxygenase [N-oxide-forming] 5) (EC 1.14.13.8) (Dimethylaniline oxidase 5) (Hepatic flavin-containing monooxygenase 5) (NADPH oxidase) (EC 1.6.3.1)","Rattus norvegicus (Rat)","lipid metabolic process [GO:0006629]; NADPH oxidation [GO:0070995]; regulation of cholesterol metabolic process [GO:0090181]; xenobiotic metabolic process [GO:0006805]","GO:0004031; GO:0004497; GO:0004499; GO:0005789; GO:0006629; GO:0006805; GO:0047822; GO:0050660; GO:0050661; GO:0070995; GO:0090181; GO:0106294"
"FUN_015233","ME1","ptg000009l:7737763-7740566","Q11126","3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3 (EC 2.4.1.65) (4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase) (EC 2.4.1.152) (Alpha-3-fucosyltransferase FUT3) (EC 2.4.1.-) (Blood group Lewis alpha-4-fucosyltransferase) (Lewis FT) (FUTB) (Fucosyltransferase 3) (Fucosyltransferase III) (FucT-III)","Bos taurus (Bovine)","fucosylation [GO:0036065]; lipid metabolic process [GO:0006629]; oligosaccharide metabolic process [GO:0009311]; positive regulation of cell-cell adhesion [GO:0022409]; protein N-linked glycosylation [GO:0006487]; protein O-linked glycosylation [GO:0006493]; regulation of cell migration [GO:0030334]; regulation of cell population proliferation [GO:0042127]","GO:0006487; GO:0006493; GO:0006629; GO:0009311; GO:0017060; GO:0017083; GO:0022409; GO:0030334; GO:0032580; GO:0036065; GO:0042127; GO:0046920"
"FUN_015259","ME8","ptg000009l:7993621-7994464","Q9MYM7","Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)","Pongo pygmaeus (Bornean orangutan)","lipid metabolic process [GO:0006629]; protein glycosylation [GO:0006486]","GO:0000139; GO:0006486; GO:0006629; GO:0047275"
"FUN_015261","ME38","ptg000009l:8025368-8029974","Q9MYM7","Beta-1,3-galactosyltransferase 1 (Beta-1,3-GalTase 1) (Beta3Gal-T1) (Beta3GalT1) (EC 2.4.1.86) (UDP-galactose:beta-N-acetyl-glucosamine-beta-1,3-galactosyltransferase 1)","Pongo pygmaeus (Bornean orangutan)","lipid metabolic process [GO:0006629]; protein glycosylation [GO:0006486]","GO:0000139; GO:0006486; GO:0006629; GO:0047275"
"FUN_015297","ME4","ptg000009l:8569266-8572668","F1NZI4","Protein-glucosylgalactosylhydroxylysine glucosidase (EC 3.2.1.107) (Acid trehalase-like protein 1)","Gallus gallus (Chicken)","carbohydrate metabolic process [GO:0005975]","GO:0004553; GO:0005829; GO:0005975; GO:0047402"
"FUN_015323","ME3","ptg000009l:8836715-8843555","Q12933","TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)","Homo sapiens (Human)","activation of NF-kappaB-inducing kinase activity [GO:0007250]; cellular response to nitric oxide [GO:0071732]; interleukin-17-mediated signaling pathway [GO:0097400]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; mRNA stabilization [GO:0048255]; negative regulation of glial cell apoptotic process [GO:0034351]; negative regulation of neuron death [GO:1901215]; positive regulation of DNA-binding transcription factor activity [GO:0051091]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of I-kappaB phosphorylation [GO:1903721]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of JNK cascade [GO:0046330]; positive regulation of JUN kinase activity [GO:0043507]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of tumor necrosis factor-mediated signaling pathway [GO:1903265]; programmed necrotic cell death [GO:0097300]; protein autoubiquitination [GO:0051865]; protein catabolic process [GO:0030163]; protein K63-linked ubiquitination [GO:0070534]; protein-containing complex assembly [GO:0065003]; regulation of apoptotic process [GO:0042981]; regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]; regulation of immunoglobulin production [GO:0002637]; regulation of protein-containing complex assembly [GO:0043254]; response to endoplasmic reticulum stress [GO:0034976]; signal transduction [GO:0007165]; signal transduction involved in regulation of gene expression [GO:0023019]; tumor necrosis factor-mediated signaling pathway [GO:0033209]","GO:0000151; GO:0002637; GO:0002726; GO:0002947; GO:0004842; GO:0005164; GO:0005174; GO:0005654; GO:0005829; GO:0005938; GO:0007165; GO:0007250; GO:0008270; GO:0009898; GO:0012506; GO:0019899; GO:0019901; GO:0019903; GO:0023019; GO:0030163; GO:0030674; GO:0031435; GO:0031625; GO:0031996; GO:0032743; GO:0033209; GO:0034351; GO:0034976; GO:0035631; GO:0042802; GO:0042981; GO:0043120; GO:0043122; GO:0043123; GO:0043254; GO:0043507; GO:0044877; GO:0045121; GO:0046330; GO:0046625; GO:0048255; GO:0051091; GO:0051092; GO:0051865; GO:0065003; GO:0070059; GO:0070534; GO:0071732; GO:0097057; GO:0097300; GO:0097400; GO:1901215; GO:1903265; GO:1903721; GO:1990604; GO:2001238"
"FUN_015352","ME1","ptg000009l:9116551-9124784","Q4R4S5","Lysosomal acid lipase/cholesteryl ester hydrolase (Acid cholesteryl ester hydrolase) (LAL) (EC 3.1.1.13) (Cholesteryl esterase) (Lipase A) (Sterol esterase)","Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)","lipid catabolic process [GO:0016042]","GO:0004771; GO:0005764; GO:0016042"
"FUN_015356","ME1","ptg000009l:9161634-9168045","Q8K2A6","Lipase member M (EC 3.1.1.-) (Lipase-like abhydrolase domain-containing protein 3)","Mus musculus (Mouse)","lipid catabolic process [GO:0016042]","GO:0005576; GO:0016042; GO:0016788"
"FUN_015434","ME14","ptg000009l:10125666-10128350","P53448","Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase)","Carassius auratus (Goldfish)","fructose 1,6-bisphosphate metabolic process [GO:0030388]; glycolytic process [GO:0006096]","GO:0004332; GO:0006096; GO:0030388"
"FUN_016165","ME18","ptg000010l:2286883-2287962","Q5R833","Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","lipid metabolic process [GO:0006629]","GO:0005634; GO:0005739; GO:0005819; GO:0005829; GO:0006629; GO:0016290; GO:0102991"
"FUN_016635","ME0","ptg000011l:5640696-5652410","P16930","Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)","Homo sapiens (Human)","arginine catabolic process [GO:0006527]; homogentisate catabolic process [GO:1902000]; L-phenylalanine catabolic process [GO:0006559]; lipid metabolic process [GO:0006629]; tyrosine catabolic process [GO:0006572]","GO:0004334; GO:0005829; GO:0006527; GO:0006559; GO:0006572; GO:0006629; GO:0046872; GO:0070062; GO:1902000"
"FUN_017849","ME9","ptg000012l:1096632-1104039","O35910","Monocarboxylate transporter 4 (MCT 4) (Monocarboxylate transporter 3) (MCT 3) (Solute carrier family 16 member 3)","Rattus norvegicus (Rat)","lactate transmembrane transport [GO:0035873]; monocarboxylic acid transport [GO:0015718]; plasma membrane lactate transport [GO:0035879]; protein catabolic process [GO:0030163]; pyruvate catabolic process [GO:0042867]; pyruvate transmembrane transport [GO:1901475]","GO:0005886; GO:0008028; GO:0015129; GO:0015650; GO:0015718; GO:0016020; GO:0016323; GO:0016324; GO:0016328; GO:0030163; GO:0031965; GO:0035873; GO:0035879; GO:0042867; GO:0045202; GO:0050833; GO:0098688; GO:0098839; GO:1901475"
"FUN_017915","ME2","ptg000012l:1827935-1853042","Q7SIA2","Bifunctional glutamate/proline--tRNA ligase (Bifunctional aminoacyl-tRNA synthetase) [Includes: Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS); Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)]","Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)","cellular response to insulin stimulus [GO:0032869]; cellular response to type II interferon [GO:0071346]; glutamyl-tRNA aminoacylation [GO:0006424]; negative regulation of translation [GO:0017148]; prolyl-tRNA aminoacylation [GO:0006433]; regulation of long-chain fatty acid import into cell [GO:0140212]","GO:0004818; GO:0004827; GO:0005524; GO:0005829; GO:0005886; GO:0006424; GO:0006433; GO:0008270; GO:0017101; GO:0017148; GO:0032869; GO:0035613; GO:0042803; GO:0051020; GO:0071346; GO:0097452; GO:0140212; GO:1990904"
"FUN_018008","ME13","ptg000012l:3079482-3120350","P07756","Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)","Rattus norvegicus (Rat)","'de novo' pyrimidine nucleobase biosynthetic process [GO:0006207]; anion homeostasis [GO:0055081]; carbamoyl phosphate biosynthetic process [GO:0070409]; cellular response to ammonium ion [GO:0071242]; cellular response to cAMP [GO:0071320]; cellular response to fibroblast growth factor stimulus [GO:0044344]; cellular response to glucagon stimulus [GO:0071377]; cellular response to oleic acid [GO:0071400]; glutamine metabolic process [GO:0006541]; hepatocyte differentiation [GO:0070365]; homocysteine metabolic process [GO:0050667]; liver development [GO:0001889]; midgut development [GO:0007494]; nitric oxide metabolic process [GO:0046209]; nitrogen compound metabolic process [GO:0006807]; response to amine [GO:0014075]; response to amino acid [GO:0043200]; response to cAMP [GO:0051591]; response to dexamethasone [GO:0071548]; response to food [GO:0032094]; response to glucagon [GO:0033762]; response to glucocorticoid [GO:0051384]; response to growth hormone [GO:0060416]; response to lipopolysaccharide [GO:0032496]; response to oleic acid [GO:0034201]; response to starvation [GO:0042594]; response to steroid hormone [GO:0048545]; response to toxic substance [GO:0009636]; response to xenobiotic stimulus [GO:0009410]; response to zinc ion [GO:0010043]; sequestering of metal ion [GO:0051238]; triglyceride catabolic process [GO:0019433]; urea cycle [GO:0000050]; vasodilation [GO:0042311]","GO:0000050; GO:0001889; GO:0004087; GO:0004088; GO:0004175; GO:0005509; GO:0005524; GO:0005543; GO:0005730; GO:0005737; GO:0005739; GO:0005743; GO:0006207; GO:0006541; GO:0006807; GO:0007494; GO:0009410; GO:0009636; GO:0010043; GO:0014075; GO:0016595; GO:0019433; GO:0032094; GO:0032496; GO:0032991; GO:0033762; GO:0034201; GO:0036094; GO:0042311; GO:0042594; GO:0042645; GO:0043200; GO:0044344; GO:0044877; GO:0046209; GO:0046872; GO:0048545; GO:0050667; GO:0051238; GO:0051384; GO:0051591; GO:0055081; GO:0060416; GO:0070365; GO:0070409; GO:0071242; GO:0071320; GO:0071377; GO:0071400; GO:0071548; GO:0072341"
