biomin_hit,gene_id,evalue,score,species_id,species,group_id,type,conservation_level,blasted protein in Stylophora,definition,Ref
EU532164.1,FUN_001808-T1,7.68e-65,206,Apul,Apul,OG_10472,apul_peve,low,XP_022799914.1,carbonic anhydrase 2,"Bertucci et al., 2011"
MG182344.1,FUN_031565-T1,0,1856,Apul,Apul,OG_06754,three_way,high, XP_022792788.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018"
MG182345.1,FUN_038933-T1,0,1252,Apul,Apul,OG_09106,three_way,high,XP_022784107.1,Acropora yongei Na+/Ca2+ exchanger,"Barron et al., 2018"
XP_022781731.1,FUN_038814-T1,0,756,Apul,Apul,OG_15334,apul_ptua,medium,XP_022781731.1,sodium-independent sulfate anion transporter-like 2C transcript variant X1,"Zoccola et al., 2015"
XP_022783031.1,FUN_029760-T1,0,1256,Apul,Apul,OG_06610,three_way,high,XP_022783031.1,sodium bicarbonate transporter-like protein 11,"Zoccola et al., 2015"
XP_022788270.1,FUN_017765-T1,0,1776,Apul,Apul,OG_04243,three_way,medium,XP_022788270.1,band 3 anion transport protein-like,"Zoccola et al., 2015"
XP_022791567.1,FUN_028493-T1,0,902,Apul,Apul,OG_14889,apul_ptua,medium,XP_022791567.1,anion exchange protein 2-like,"Zoccola et al., 2015"
XP_022800320.1,FUN_006613-T2,0,1105,Apul,Apul,OG_01579,three_way,medium,XP_022800320.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015"
XP_022800329.1,FUN_006613-T2,0,1104,Apul,Apul,OG_01579,three_way,medium,XP_022800329.1,sulfate anion transporter 1-like isoform X2,"Zoccola et al., 2015"
XP_022800339.1,FUN_006038-T1,0,928,Apul,Apul,OG_01475,three_way,medium,XP_022800339.1,sulfate anion transporter 1-like isoform X1,"Zoccola et al., 2015"
XP_022801463.1,FUN_034420-T1,0,1649,Apul,Apul,OG_07641,three_way,medium,XP_022801463.1,sodium bicarbonate cotransporter 3-like isoform X2,"Zoccola et al., 2015"
JT001945.1,Peve_00028736,2.81e-108,322,Peve,Peve,OG_07389,three_way,low,XP_022782398.1,Skeletal acidic Asp-rich Protein 1 (SAARP 1),"Ramos-Silva et al., 2013"
JR972076.1,Peve_00003079,2.18e-87,267,Peve,Peve,OG_10205,three_way,low,"XP_022781839.1, XP_022781915.1",Acidic skeletal organic matrix protein (Acidic SOMP),"Ramos-Silva et al., 2013"
JR991407.1,Peve_00027618,2.4899999999999998e-98,298,Peve,Peve,OG_07331,three_way,low,XP_022780690.1,Skeletal acidic Asp-rich Protein 2 (SAARP2),"Ramos-Silva et al., 2013"
JT014391.1,Peve_00017421,3.36e-52,171,Peve,Peve,OG_05250,three_way,low,XP_022797021.1,Uncharacterized skeletal organic matrix protein-8 (USOMP-8),"Ramos-Silva et al., 2013"
JT016638.1,Peve_00007257,0,790,Peve,Peve,OG_10523,apul_peve,low,XP_022783430.1,Coadhesin,"Ramos-Silva et al., 2013"
JT011118.1,Peve_00007681,0,5989,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM and LDL-receptor domain- containing protein 1,"Ramos-Silva et al., 2013"
JR994474.1,Peve_00007681,0,7157,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM and LDL-receptor domain- containing protein 2,"Ramos-Silva et al., 2013"
JR986059.1,Peve_00017181,1.9599999999999998e-167,501,Peve,Peve,OG_11420,apul_peve,low,XP_022782738.1,Cephalotoxin-like protein,"Ramos-Silva et al., 2013"
JR982706.1,Peve_00044332,3.51e-90,290,Peve,Peve,OG_11812,apul_peve,low,XP_022808152.1,Uncharacterized skeletal organic matrix protein-2  (USOMP-2),"Ramos-Silva et al., 2013"
JR997000.1,Peve_00040068,1.7600000000000001e-59,196,Peve,Peve,OG_12340,apul_peve,low,"XP_022807628.1, XP_022807627.1, XP_022807629.1, XP_022807631.1",Uncharacterized skeletal organic matrix protein-3  (USOMP-3),"Ramos-Silva et al., 2013"
JR976690.1,Peve_00021937,1.24e-43,151,Peve,Peve,OG_11813,apul_peve,low,"XP_022794122.1, XP_022794121.1",Galaxin 2,"Ramos-Silva et al., 2013"
aug_v2a.24015.t1,Peve_00041134,0,1694,Peve,Peve,OG_05514,three_way,medium,XP_022788227.1,Hephaestin-like protein,"Takeuchi et al., 2016"
aug_v2a.02830,Peve_00003748,0,1405,Peve,Peve,OG_11831,apul_peve,low,"XP_022782704.1,XP_022782703.1",polycystic kidney disease 1-related (PKD1-related) protein,"Takeuchi et al., 2016"
JN631095.1,Peve_00017912,7.699999999999999e-163,464,Peve,Peve,OG_02317,three_way,medium,XP_029195765.1,Acropora millepora clone B26 hypothetical protein p251_4,"Hayward et al., 2011"
HM163215,Peve_00021937,8.28e-68,216,Peve,Peve,OG_11813,apul_peve,low,XP_029187982.1,Acropora millepora galaxin,"Reyes-Bermudez et al., 2009"
JR980881.1,Peve_00036602,0,1187,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Ramos-Silva et al., 2013"
JR998014.1,Peve_00012542,1.23e-28,105,Peve,Peve,OG_10472,apul_peve,low,"XP_022799897.1, XP_022799896.1, XP_022801327.1, XP_022801328.1, XP_022801331.1",Putative carbonic anhydrase,"Ramos-Silva et al., 2013"
aug_v2a.19518.t1,Peve_00021613,0,5716,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Protocadherin-like,"Takeuchi et al., 2016"
JR991083.1,Peve_00002321,0,594,Peve,NA,NA,NA,NA,XP_022779335.1,Collagen alpha-1 chain,"Ramos-Silva et al., 2013"
JR973117.1,Peve_00022044,1.39e-80,244,Peve,NA,NA,NA,NA,"XP_022808048.1, XP_022808045.1, XP_022790310.1",Uncharacterized skeletal organic matrix protein-5 (USOMP-5),"Ramos-Silva et al., 2013"
JR998260.1,Peve_00014651,2.7799999999999994e-178,501,Peve,Peve,OG_16539,peve_ptua,medium,XP_022803212.1,Uncharacterized skeletal organic matrix protein-7 (USOMP7),"Ramos-Silva et al., 2013"
aug_v2a.24512.t1,Peve_00036602,6.819999999999999e-168,519,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.06122.t1,Peve_00036602,0,704,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.06123.t1,Peve_00036602,2.5299999999999996e-159,491,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.02830.t1,Peve_00003748,0,1380,Peve,Peve,OG_11831,apul_peve,low,"XP_022782704.1,XP_022782703.1",polycystic kidney disease 1-related (PKD1-related) protein,"Takeuchi et al., 2016"
aug_v2a.07627.t1,Peve_00017912,8.219999999999999e-160,454,Peve,Peve,OG_02317,three_way,medium,XP_022806326.1,Zona pellucida domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.09968.t1,Peve_00007681,0,3216,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM and LDLr domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.09969.t1,Peve_00007681,0,1050,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM and LDLr domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.05945.t1,Peve_00005199,4.6e-100,340,Peve,Peve,OG_16000,peve_ptua,low,XP_022783430.1,TSP-1 and VWA domain-containing,"Takeuchi et al., 2016"
aug_v2a.09809.t1,Peve_00033650,1.19e-162,536,Peve,Peve,OG_01981,three_way,low,XP_022801334.1,Mucin4-like protein,"Takeuchi et al., 2016"
aug_v2a.15580.t1,Peve_00036602,6.88e-80,270,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,Laminin G domain-containing protein,"Takeuchi et al., 2016"
aug_v2a.22918.t1,Peve_00022044,8.759999999999999e-67,207,Peve,NA,NA,NA,NA,"XP_022808048.1, XP_022808045.1, XP_022790310.1",EP-like1,"Takeuchi et al., 2016"
aug_v2a.00002.t1,Peve_00022043,3.55e-116,338,Peve,NA,NA,NA,NA,"XP_022808048.1, XP_022808045.1, XP_022790310.1",EP-like 2,"Takeuchi et al., 2016"
aug_v2a.18631.t1,Peve_00021937,1.5e-29,112,Peve,Peve,OG_11813,apul_peve,low,"XP_022794122.1, XP_022794121.1",galaxin,"Takeuchi et al., 2016"
aug_v2a.15065.t1,Peve_00021937,6.0999999999999995e-37,133,Peve,Peve,OG_11813,apul_peve,low,"XP_022794122.1, XP_022794121.1",galaxin2,"Takeuchi et al., 2016"
aug_v2a.15064.t1,Peve_00044332,6.55e-80,260,Peve,Peve,OG_11812,apul_peve,low,XP_022808152.1,Cystein-rich,"Takeuchi et al., 2016"
aug_v2a.11068.t1,Peve_00028736,1.79e-108,323,Peve,Peve,OG_07389,three_way,low,XP_022782398.1,SAARP1,"Takeuchi et al., 2016"
aug_v2a.01440.t1(aug_v2a.01441.t1),Peve_00027618,5.279999999999999e-43,153,Peve,Peve,OG_07331,three_way,low,XP_022780690.1,Adi-SAARP2,"Takeuchi et al., 2016"
aug_v2a.06327.t1,Peve_00003079,3.7599999999999997e-31,117,Peve,Peve,OG_10205,three_way,low,"XP_022781839.1, XP_022781915.1",SAARP3,"Takeuchi et al., 2016"
PFX13778.1,Peve_00015112,0,3603,Peve,Peve,OG_12518,apul_peve,medium,XP_022808646.1,Sacsin [Stylophora pistillata],"Peled et al., 2020"
PFX14205.1,Peve_00041997,1.61e-126,420,Peve,NA,NA,NA,NA,XP_022808089.1,"Proto-oncogene tyrosine-protein kinase receptor Ret, partial [Stylophora pistillata]","Peled et al., 2020"
PFX15740.1,Peve_00020060,0,609,Peve,NA,NA,NA,NA,XP_022806058.1,Protein FAM208A [Stylophora pistillata],"Peled et al., 2020"
PFX16398.1,Peve_00031187,5.21e-25,100,Peve,Peve,OG_12416,apul_peve,medium,XP_022805070.1,hypothetical protein AWC38_SpisGene19330 [Stylophora pistillata],"Peled et al., 2020"
PFX18785.1,Peve_00033650,0,881,Peve,Peve,OG_01981,three_way,low,"XP_022801334.1, XP_022801335.1",Mucin-4 [Stylophora pistillata],"Peled et al., 2020"
PFX26597.1,Peve_00001436,0,1900,Peve,Peve,OG_10007,three_way,low,XP_022788977.1,Complement C3 [Stylophora pistillata],"Peled et al., 2020"
PFX26751.1,Peve_00042391,1.1999999999999998e-169,530,Peve,Peve,OG_03269,three_way,high,XP_022788730.1,Transmembrane protease serine 9 [Stylophora pistillata],"Peled et al., 2020"
PFX27832.1,Peve_00034584,4.33e-75,252,Peve,NA,NA,NA,NA,XP_022786864.1,Poly [ADP-ribose] polymerase 11 [Stylophora pistillata],"Peled et al., 2020"
PFX30903.1,Peve_00003079,1.94e-77,249,Peve,Peve,OG_10205,three_way,low,XP_022781839.1,hypothetical protein AWC38_SpisGene4292 [Stylophora pistillata],"Peled et al., 2020"
XP_022783323.1,Peve_00016403,1.7600000000000002e-26,108,Peve,Peve,OG_02923,three_way,medium,XP_022783323.1,phosphopantothenoylcysteine decarboxylase subunit VHS3-like [Stylophora pistillata],"Peled et al., 2020"
XP_022786582.1,Peve_00026081,0,714,Peve,Peve,OG_05568,three_way,high,XP_022786582.1,synapsin-2-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022804012.1,Peve_00036602,0,993,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,EGF and laminin G domain-containing protein-like [Stylophora pistillata],"Peled et al., 2020"
XP_022779720.1,Peve_00003934,0,1949,Peve,Peve,OG_00843,three_way,low,XP_022779720.1,vitellogenin-like [Stylophora pistillata],"Peled et al., 2020"
XP_022780303.1,Peve_00041700,0,24617,Peve,Peve,OG_08878,three_way,medium,XP_022780303.1,LOW QUALITY PROTEIN: uncharacterized protein LOC111321626 [Stylophora pistillata],"Peled et al., 2020"
XP_022780690.1,Peve_00028736,4.8799999999999996e-88,271,Peve,Peve,OG_07389,three_way,low,XP_022780690.1,skeletal aspartic acid-rich protein 2-like (CARP5),"Peled et al., 2020"
XP_022780694.1,Peve_00033512,1.3799999999999997e-165,473,Peve,NA,NA,NA,NA,XP_022780694.1,CUB and peptidase domain-containing protein 2-like [Stylophora pistillata],"Peled et al., 2020"
XP_022782398.1,Peve_00028736,7.469999999999999e-96,290,Peve,Peve,OG_07389,three_way,low,XP_022782398.1,skeletal aspartic acid-rich protein 1-like (CARP4),"Peled et al., 2020"
XP_022783044.1,Peve_00019493,6.47e-140,419,Peve,Peve,OG_06607,three_way,low,XP_022783044.1,uncharacterized protein LOC111323869 [Stylophora pistillata],"Peled et al., 2020"
XP_022783415.1,Peve_00005215,1.7599999999999998e-171,537,Peve,Peve,OG_10522,apul_peve,low,XP_022783415.1,coadhesin-like isoform X3 [Stylophora pistillata],"Peled et al., 2020"
XP_022783952.1,Peve_00000442,5.739999999999998e-101,313,Peve,Peve,OG_11291,apul_peve,low,XP_022783952.1,collagenase 3-like [Stylophora pistillata],"Peled et al., 2020"
XP_022784623.1,Peve_00027827,0,1494,Peve,Peve,OG_05228,three_way,low,XP_022784623.1,cation channel sperm-associated protein subunit beta-like [Stylophora pistillata],"Peled et al., 2020"
XP_022786918.1,Peve_00040431,0,1328,Peve,Peve,OG_09247,three_way,low,XP_022786918.1,major yolk protein-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022788227.1,Peve_00041134,0,1726,Peve,Peve,OG_05514,three_way,medium,XP_022788227.1,hephaestin-like protein [Stylophora pistillata],"Peled et al., 2020"
XP_022788730.1,Peve_00029916,3.4099999999999996e-95,282,Peve,NA,NA,NA,NA,XP_022788730.1,chymotrypsin-like elastase family member 1 [Stylophora pistillata],"Peled et al., 2020"
XP_022789591.1,Peve_00038575,0,801,Peve,Peve,OG_03330,three_way,low,XP_022789591.1,endothelin-converting enzyme 1-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022789932.1,Peve_00001588,0,687,Peve,Peve,OG_04331,three_way,low,XP_022789932.1,MAGUK p55 subfamily member 7-like [Stylophora pistillata],"Peled et al., 2020"
XP_022790441.1,Peve_00022956,0,612,Peve,Peve,OG_07508,three_way,medium,XP_022790441.1,PHD finger protein 21A-like [Stylophora pistillata],"Peled et al., 2020"
XP_022792212.1,Peve_00016284,1.17e-40,137,Peve,Peve,OG_06430,three_way,high,XP_022792212.1,ras-like protein 3 [Stylophora pistillata],"Peled et al., 2020"
XP_022794122.1,Peve_00021937,7.78e-51,170,Peve,Peve,OG_11813,apul_peve,low,XP_022794122.1,galaxin-like isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022794351.1,Peve_00026747,2.0899999999999998e-95,275,Peve,Peve,OG_02088,three_way,low,XP_022794351.1,mammalian ependymin-related protein 1-like [Stylophora pistillata],"Peled et al., 2020"
XP_022794736.1,Peve_00007681,0,8722,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM and LDL-receptor class A domain-containing protein 2-like [Stylophora pistillata],"Peled et al., 2020"
XP_022796981.1,Peve_00017425,1.6600000000000001e-21,87,Peve,Peve,OG_16707,peve_ptua,low,XP_022796981.1,uncharacterized skeletal organic matrix protein 8-like [Stylophora pistillata],"Peled et al., 2020"
XP_022798902.1,Peve_00040986,0,716,Peve,Peve,OG_00355,three_way,low,XP_022798902.1,low-density lipoprotein receptor-related protein 8-like [Stylophora pistillata],"Peled et al., 2020"
XP_022799541.1,Peve_00023831,0,4104,Peve,Peve,OG_01177,three_way,low,XP_022799541.1,uncharacterized protein LOC111337489 [Stylophora pistillata],"Peled et al., 2020"
XP_022803524.1,Peve_00017519,0,741,Peve,Peve,OG_03857,three_way,medium,XP_022803524.1,digestive cysteine proteinase 1-like [Stylophora pistillata],"Peled et al., 2020"
XP_022803808.1,Peve_00024296,8.3e-70,241,Peve,Peve,OG_07265,three_way,low,XP_022803808.1,deleted in malignant brain tumors 1 protein-like [Stylophora pistillata],"Peled et al., 2020"
XP_022803894.1,Peve_00030516,7.459999999999999e-72,232,Peve,Peve,OG_05606,three_way,high,XP_022803894.1,uncharacterized protein LOC111341206 [Stylophora pistillata],"Peled et al., 2020"
XP_022804785.1,Peve_00014692,1.19e-52,172,Peve,NA,NA,NA,NA,XP_022804785.1,"thioredoxin reductase 1, cytoplasmic-like [Stylophora pistillata]","Peled et al., 2020"
XP_022805470.1,Peve_00005493,2.1699999999999998e-179,556,Peve,NA,NA,NA,NA,XP_022805470.1,uncharacterized protein LOC111342641 [Stylophora pistillata],"Peled et al., 2020"
XP_022806326.1,Peve_00017912,7.94e-154,440,Peve,Peve,OG_02317,three_way,medium,XP_022806326.1,ZP domain-containing protein-like [Stylophora pistillata],"Peled et al., 2020"
XP_022806664.1,Peve_00006734,0,1380,Peve,Peve,OG_08144,three_way,low,XP_022806664.1,protein lingerer-like [Stylophora pistillata],"Peled et al., 2020"
XP_022806928.1,Peve_00044625,0,1442,Peve,Peve,OG_02184,three_way,medium,XP_022806928.1,SLIT-ROBO Rho GTPase-activating protein 1-like [Stylophora pistillata],"Peled et al., 2020"
XP_022807143.1,Peve_00031943,0,1404,Peve,Peve,OG_08432,three_way,medium,XP_022807143.1,condensin-2 complex subunit D3-like [Stylophora pistillata],"Peled et al., 2020"
XP_022807256.1,Peve_00011936,0,1289,Peve,NA,NA,NA,NA,XP_022807256.1,uncharacterized protein LOC111344300 [Stylophora pistillata],"Peled et al., 2020"
XP_022807807.1,Peve_00013893,0,796,Peve,NA,NA,NA,NA,XP_022807807.1,uncharacterized protein LOC111344812 [Stylophora pistillata],"Peled et al., 2020"
XP_022808163.1,Peve_00000776,2.39e-102,295,Peve,Peve,OG_05637,three_way,medium,XP_022808163.1,uncharacterized protein LOC111345150 [Stylophora pistillata],"Peled et al., 2020"
XP_022808576.1,Peve_00008455,2.52e-28,112,Peve,NA,NA,NA,NA,XP_022808576.1,uncharacterized protein LOC111345553 isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022809269.1,Peve_00039513,0,1344,Peve,Peve,OG_05498,three_way,low,XP_022809269.1,microtubule-associated tumor suppressor 1 homolog isoform X1 [Stylophora pistillata],"Peled et al., 2020"
XP_022809270.1,Peve_00039513,0,1234,Peve,Peve,OG_05498,three_way,low,XP_022809270.1,microtubule-associated tumor suppressor 1 homolog isoform X2 [Stylophora pistillata],"Peled et al., 2020"
XP_022810585.1,Peve_00024779,0,810,Peve,Peve,OG_10812,apul_peve,low,XP_022810585.1,"von Willebrand factor D and EGF domain-containing protein-like, partial [Stylophora pistillata]","Peled et al., 2020"
ACE95141.1,Peve_00032354,1.7999999999999998e-72,226,Peve,Peve,OG_17533,peve_ptua,low,XP_022799914.1,carbonic anhydrase [Stylophora pistillata],"Moya et al., 2008"
P9_g10811;P1_g11108;P10_g11107,Peve_00021613,0,1879,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Protocadherin fat-like,"Drake et al., 2013"
P2_g11187,Peve_00028736,2.58e-86,264,Peve,Peve,OG_07389,three_way,low,XP_022782364.1,CARP8,"Drake et al., 2013"
P3_g12510,Peve_00005199,1.35e-71,239,Peve,Peve,OG_16000,peve_ptua,low,"XP_022783415.1, XP_022783413.1, XP_022783414.1",Thrombospondin,"Drake et al., 2013"
P4_g9861,Peve_00002188,0,3118,Peve,Peve,OG_09596,three_way,medium,XP_022797264.1,Viral inclusion protein,"Drake et al., 2013"
P5_g11674,Peve_00007257,1.42e-73,251,Peve,Peve,OG_10523,apul_peve,low,"XP_022783415.1, XP_022783413.1, XP_022783414.1",Hemicentin,"Drake et al., 2013"
P8_g9654,Peve_00040431,0,1289,Peve,Peve,OG_09247,three_way,low,"XP_022786917.1, XP_022786918.1",Major yolk protein,"Drake et al., 2013"
P12_g2385,Peve_00017425,4.62e-22,88.6,Peve,Peve,OG_16707,peve_ptua,low,XP_022796981.1,Stylophora pistillata hypothetical protein,"Drake et al., 2013"
P13_g6918,Peve_00033650,0,591,Peve,Peve,OG_01981,three_way,low,XP_022803207.1,Sushi domain-containing,"Drake et al., 2013"
P14_g9951,Peve_00005215,2.4999999999999997e-32,122,Peve,Peve,OG_10522,apul_peve,low,XP_022783415.1,clone g9951 alpha collagen-like protein gene,"Drake et al., 2013"
P15_g1532,Peve_00028736,4.93e-50,168,Peve,Peve,OG_07389,three_way,low,"XP_022780640.1, XP_022783414.1, XP_022783413.1",CARP9,"Drake et al., 2013"
P16_g11702,Peve_00027542,1.3599999999999999e-132,405,Peve,Peve,OG_12722,apul_peve,medium,XP_022780049.1,Stylophora pistillata clone g11702 hypothetical protein gene,"Drake et al., 2013"
P18_g810,Peve_00005199,1.68e-62,229,Peve,Peve,OG_16000,peve_ptua,low,XP_022783430.1,Stylophora pistillata clone g810 alpha collagen-like protein gene,"Drake et al., 2013"
P19_g20041,Peve_00036602,2.13e-60,201,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,Contactin-associated protein,"Drake et al., 2013"
P20_g6066,Peve_00007681,1.3599999999999999e-167,522,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM domain anchor protein,"Drake et al., 2013"
P21_g18277,Peve_00017912,3.07e-134,385,Peve,Peve,OG_02317,three_way,medium,XP_022806326.1,Zona pellucida,"Drake et al., 2013"
P23_g1057,Peve_00029039,0,3241,Peve,Peve,OG_01608,three_way,medium,"XP_022808083.1, XP_022808082.1, XP_022808084.1",Protocadherin,"Drake et al., 2013"
P24_g15888,Peve_00003934,4.95e-57,190,Peve,Peve,OG_00843,three_way,low,XP_022779720.1,clone g15888 vitellogenin-like protein gene,"Drake et al., 2013"
P26_g1441,Peve_00003934,8.689999999999999e-116,366,Peve,Peve,OG_00843,three_way,low,"XP_022794920.1, XP_022800921.1",clone g1441 vitellogenin-like protein gene,"Drake et al., 2013"
P27_g18472,Peve_00007559,1.09e-40,141,Peve,NA,NA,NA,NA,XP_022781915.1,Integrin - alpha,"Drake et al., 2013"
P31_g20420,Peve_00036602,1.6999999999999997e-67,229,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,Neurexin,"Drake et al., 2013"
P32_g5540,Peve_00024180,2.87e-75,238,Peve,Peve,OG_01486,three_way,low,XP_022795871.1,Kielin/chordin like,"Drake et al., 2013"
P33_g8985,Peve_00015650,0,774,Peve,Peve,OG_16592,peve_ptua,medium,XP_022781364.1,Flagellar associated protein,"Drake et al., 2013"
P34_g1714,Peve_00007681,0,970,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,MAM/LDL receptor domain containing protein,"Drake et al., 2013"
P36_g13890,Peve_00007681,1.2199999999999999e-132,412,Peve,Peve,OG_08639,three_way,medium,XP_022794736.1,Zonadhesion-like precursor,"Drake et al., 2013"
AGE35225.2,Peve_00037303,2.58e-172,483,Peve,Peve,OG_03429,three_way,medium,XP_022785805.1,CARP1 [Stylophora pistillata],"Mass et al., 2013"
AGE35226.1,Peve_00022481,1.14e-27,101,Peve,NA,NA,NA,NA,XP_022794102.1,CARP3 [Stylophora pistillata],"Mass et al., 2013"
AJQ31790.1,Peve_00003282,0,1245,Peve,Peve,OG_04243,three_way,medium,XP_022788307.1,solute carrier family 4 member gamma [Stylophora pistillata],"Zoccola et al., 2015"
AAR13013.1,Peve_00038389,0,2009,Peve,Peve,OG_01452,three_way,high,XP_022785723.1,plasma membrane calcium ATPase [Stylophora pistillata],"Zoccola et al., 2004"
Gene:g1484,Peve_00037303,2.58e-172,483,Peve,Peve,OG_03429,three_way,medium,XP_022785805.1,Annotated: CARP1,"Mummadisetti et al., 2021"
Gene:g3745.t1,Peve_00028736,8.91e-40,138,Peve,Peve,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021"
Gene:g10186,Peve_00028736,1.05e-46,156,Peve,Peve,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021"
Gene:g14733,Peve_00028736,1.82e-86,264,Peve,Peve,OG_07389,three_way,low,XP_022782398.1,Annotated: CARP4,"Mummadisetti et al., 2021"
Gene:g13552,Peve_00003079,1.01e-78,246,Peve,Peve,OG_10205,three_way,low,XP_022781839.1,Acidic SOMP (Full-Length p27),"Mummadisetti et al., 2021"
Gene:g2116,Peve_00021613,0,1321,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC1),"Mummadisetti et al., 2021"
Gene:10186,Peve_00021613,8.819999999999998e-99,317,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC2),"Mummadisetti et al., 2021"
Gene:g10187,Peve_00021613,4.8999999999999994e-126,402,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC3),"Mummadisetti et al., 2021"
Gene:g10188,Peve_00021613,0,860,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protocadherin (PC3),"Mummadisetti et al., 2021"
Gene:g30,Peve_00021613,0,1690,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Protoacadherin (PC4),"Mummadisetti et al., 2021"
Gene:g24177,Peve_00029039,0,3242,Peve,Peve,OG_01608,three_way,medium,XP_022798258.1,Annotated: Protocadherin (PC5),"Mummadisetti et al., 2021"
Gene:g38128,Peve_00005199,5.05e-117,384,Peve,Peve,OG_16000,peve_ptua,low,XP_022783430.1,Annotated: α-Collagen,"Mummadisetti et al., 2021"
Gene:g2829.t1,Peve_00005199,0,578,Peve,Peve,OG_16000,peve_ptua,low,XP_022783415.1,Annotated: Coadhesin,"Mummadisetti et al., 2021"
Gene:g5735.t1,Peve_00036018,4.7699999999999996e-52,179,Peve,Peve,OG_17739,peve_ptua,low,XP_022799127.1,Annotated: Tolloid-Like,"Mummadisetti et al., 2021"
Gene:g22569,Peve_00014381,0,790,Peve,Peve,OG_12331,apul_peve,low,XP_022810031.1,Annotated: Fibronectin,"Mummadisetti et al., 2021"
Gene:g37058,Peve_00014381,2.6699999999999996e-43,157,Peve,Peve,OG_12331,apul_peve,low,XP_022804608.1,Annotated: Fibronectin (Fibronectin-2),"Mummadisetti et al., 2021"
Gene:g7086,Peve_00036602,1.22e-124,392,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,Annotated: EGF and LamininG-Like (EGF LamG1),"Mummadisetti et al., 2021"
Gene:g34749,Peve_00036602,4.2999999999999994e-175,523,Peve,Peve,OG_04547,three_way,low,XP_022804012.1,Annotated: EGF and LamininG-Like (EGF LamG2),"Mummadisetti et al., 2021"
Gene:g2115,Peve_00021613,0,796,Peve,Peve,OG_12888,apul_peve,medium,XP_022784808.1,Annotated: Cadherin,"Mummadisetti et al., 2021"
Gene:g29033.t1,Peve_00032354,3.8699999999999996e-66,209,Peve,Peve,OG_17533,peve_ptua,low,XP_022799914.1,Annotated: Carbonic Anhydrase (STPCA2-1),"Mummadisetti et al., 2021"
Gene:g27814,Peve_00032354,3.2999999999999995e-67,213,Peve,Peve,OG_17533,peve_ptua,low,XP_022801359.1,Annotated: carbonic anhydrase (STPCA2-2),"Mummadisetti et al., 2021"
Gene:g29034.t1,Peve_00032354,8.92e-64,201,Peve,Peve,OG_17533,peve_ptua,low,XP_022799914.1,Annotated: CarbonicAnhyrase,"Mummadisetti et al., 2021"
Gene:g11190,Peve_00016403,5.300000000000001e-21,90.9,Peve,Peve,OG_02923,three_way,medium,XP_022783323.1,Annotated: USOMP12,"Mummadisetti et al., 2021"
Gene:g30385.t1,Peve_00027542,0,836,Peve,Peve,OG_12722,apul_peve,medium,XP_022780049.1,Annotated: USOMPS13,"Mummadisetti et al., 2021"
Gene:g38881,Peve_00002255,8.2e-95,291,Peve,Peve,OG_15816,peve_ptua,low,"XP_022790556.1, XP_022790555.1",Annotated: Uncharacterized protein (USOMP14),"Mummadisetti et al., 2021"
