# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/05-Apul-lncRNA/lncRNAs.gtf" "-o" "../output/05-Apul-lncRNA/counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/1A10.sorted.bam" "../data/1A12.sorted.bam" "../data/1A1.sorted.bam" "../data/1A2.sorted.bam" "../data/1A8.sorted.bam" "../data/1A9.sorted.bam" "../data/1B10.sorted.bam" "../data/1B1.sorted.bam" "../data/1B2.sorted.bam" "../data/1B5.sorted.bam" "../data/1B9.sorted.bam" "../data/1C10.sorted.bam" "../data/1C4.sorted.bam" "../data/1D10.sorted.bam" "../data/1D3.sorted.bam" "../data/1D4.sorted.bam" "../data/1D6.sorted.bam" "../data/1D8.sorted.bam" "../data/1D9.sorted.bam" "../data/1E1.sorted.bam" "../data/1E3.sorted.bam" "../data/1E5.sorted.bam" "../data/1E9.sorted.bam" "../data/1F11.sorted.bam" "../data/1F4.sorted.bam" "../data/1F8.sorted.bam" "../data/1G5.sorted.bam" "../data/1H11.sorted.bam" "../data/1H12.sorted.bam" "../data/1H6.sorted.bam" "../data/1H7.sorted.bam" "../data/1H8.sorted.bam" "../data/2B2.sorted.bam" "../data/2B3.sorted.bam" "../data/2C1.sorted.bam" "../data/2C2.sorted.bam" "../data/2D2.sorted.bam" "../data/2E2.sorted.bam" "../data/2F1.sorted.bam" "../data/2G1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/1A10.sorted.bam	../data/1A12.sorted.bam	../data/1A1.sorted.bam	../data/1A2.sorted.bam	../data/1A8.sorted.bam	../data/1A9.sorted.bam	../data/1B10.sorted.bam	../data/1B1.sorted.bam	../data/1B2.sorted.bam	../data/1B5.sorted.bam	../data/1B9.sorted.bam	../data/1C10.sorted.bam	../data/1C4.sorted.bam	../data/1D10.sorted.bam	../data/1D3.sorted.bam	../data/1D4.sorted.bam	../data/1D6.sorted.bam	../data/1D8.sorted.bam	../data/1D9.sorted.bam	../data/1E1.sorted.bam	../data/1E3.sorted.bam	../data/1E5.sorted.bam	../data/1E9.sorted.bam	../data/1F11.sorted.bam	../data/1F4.sorted.bam	../data/1F8.sorted.bam	../data/1G5.sorted.bam	../data/1H11.sorted.bam	../data/1H12.sorted.bam	../data/1H6.sorted.bam	../data/1H7.sorted.bam	../data/1H8.sorted.bam	../data/2B2.sorted.bam	../data/2B3.sorted.bam	../data/2C1.sorted.bam	../data/2C2.sorted.bam	../data/2D2.sorted.bam	../data/2E2.sorted.bam	../data/2F1.sorted.bam	../data/2G1.sorted.bam
lncRNA_3319	ptg000001l	8348990	8349999	+	1010	0	0	61	0	0	0	0	0	39	0	0	144	0	0	0	0	0	0	0	0	0	0	0	44	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
lncRNA_3320	ptg000001l	8356544	8357204	+	661	8	0	54	0	0	0	0	2	0	9	0	12	14	12	0	0	0	2	0	29	0	0	0	4	7	0	21	0	0	0	8	0	18	0	0	11	8	0	0	2
lncRNA_3321	ptg000001l	8366122	8367368	+	1247	4	2	212	6	0	2	0	2	0	0	0	9	18	6	0	0	2	2	0	86	0	0	4	7	12	0	68	2	0	0	20	4	7	4	0	20	4	0	24	8
lncRNA_3322	ptg000001l	8368885	8369857	+	973	0	2	183	0	0	8	0	4	4	3	0	20	66	26	0	0	4	8	0	57	23	8	0	23	16	9	44	2	0	9	43	0	62	0	0	40	13	0	0	16
lncRNA_3323	ptg000001l	8371658	8372715	+	1058	0	6	155	12	0	0	0	5	2	0	14	33	37	10	0	0	12	13	0	57	8	0	0	3	13	0	72	6	0	0	21	6	21	0	0	20	20	0	0	2
lncRNA_3324	ptg000001l	8378542	8379480	+	939	0	0	18	0	0	4	0	5	6	1	23	34	2	6	0	0	0	0	0	24	18	4	0	3	4	19	10	0	0	19	0	2	27	0	0	10	27	0	0	0
lncRNA_3325	ptg000001l	8381213	8382136	+	924	29	2	193	0	0	0	2	8	8	4	0	30	40	18	4	6	16	2	0	92	12	6	0	3	24	0	45	2	0	0	18	10	45	2	0	34	16	0	6	4
lncRNA_3326	ptg000001l	8657704	8658009	+	306	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3327	ptg000001l	8659923	8661595	+	1673	30	8	427	157	0	74	19	51	4	40	32	97	77	81	34	166	41	84	91	344	28	15	90	44	90	26	458	8	17	26	78	18	324	19	77	59	143	66	126	35
lncRNA_3328	ptg000001l	8926998	8928348	+	1351	0	0	74	0	0	0	0	3	0	0	0	20	5	3	23	0	0	2	0	21	0	0	0	0	4	0	2	0	0	0	0	0	20	0	0	1	0	0	0	0
lncRNA_3329	ptg000001l	9388823	9390109	+	1287	2	2	224	5	2	2	4	1	6	1	8	91	28	14	0	0	5	4	13	76	3	1	2	18	7	0	22	2	2	0	22	9	60	2	11	18	30	4	6	7
lncRNA_3330	ptg000001l	9511684	9511983	+	300	17	4	5	0	4	1	1	9	0	0	6	6	3	16	3	0	1	0	0	5	0	0	0	6	6	19	7	4	1	19	0	2	15	4	0	2	0	0	24	2
lncRNA_3331	ptg000001l	9565551	9565937	+	387	0	0	37	4	0	2	0	8	2	0	20	16	6	6	0	21	0	0	0	22	0	2	0	5	2	0	6	0	2	0	0	0	38	0	2	3	9	0	0	0
lncRNA_3332	ptg000001l	9574195	9575791	+	1597	4	10	323	10	4	30	8	17	2	28	26	90	25	25	24	0	54	14	93	101	9	0	3	20	78	11	159	10	6	11	55	20	94	1	0	22	81	14	9	7
lncRNA_3333	ptg000001l	9586249	9586892	+	644	28	0	1032	42	0	46	4	106	40	2	50	291	58	45	2	5	6	0	12	258	45	16	0	68	2	16	255	0	16	16	63	44	89	6	0	78	0	10	0	1
lncRNA_3334	ptg000001l	9587473	9588434	+	962	0	0	11	0	0	0	0	0	0	1	0	6	2	0	0	0	2	0	0	8	6	0	0	0	3	0	0	0	0	0	2	0	17	5	0	0	10	0	0	0
lncRNA_3335	ptg000001l	9613034	9613257	+	224	0	4	16	0	0	0	0	2	0	0	0	7	0	0	1	0	2	0	0	4	1	0	0	0	0	0	0	4	0	0	9	0	18	0	0	8	0	0	0	0
lncRNA_3336	ptg000001l	9615739	9616162	+	424	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0
lncRNA_3337	ptg000001l	9616735	9616976	+	242	0	1	0	0	0	8	0	2	0	3	0	0	2	0	0	0	0	4	0	6	0	0	0	4	1	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3338	ptg000001l	9620531	9620882	+	352	6	2	3	9	0	5	1	4	0	0	11	0	0	3	0	5	8	0	3	39	2	0	5	0	0	0	5	2	8	0	0	4	29	0	0	0	0	0	0	1
lncRNA_3339	ptg000001l	9621236	9622288	+	1053	4	106	2	73	131	143	50	124	12	89	3	9	21	5	87	67	157	136	39	1	11	5	80	0	148	5	69	106	238	5	105	104	5	5	66	7	39	57	32	70
lncRNA_3340	ptg000001l	9743723	9744101	+	379	6	3	23	0	0	1	1	0	0	0	0	0	10	0	6	0	0	0	0	13	7	0	3	2	5	1	2	3	0	1	0	0	0	1	0	2	18	8	0	6
lncRNA_3341	ptg000001l	9760210	9760749	+	540	0	0	170	10	0	2	0	4	0	0	0	26	32	0	4	0	2	0	0	14	0	0	0	10	3	0	35	0	0	0	6	0	8	0	0	22	0	0	0	1
lncRNA_3342	ptg000001l	9772734	9775234	+	2501	17	18	245	0	0	10	4	18	0	0	5	4	26	35	0	12	2	21	12	100	0	5	10	9	33	0	89	18	0	0	8	0	89	2	4	26	100	6	0	5
lncRNA_3343	ptg000001l	9813899	9814394	+	496	0	0	84	0	0	10	0	6	0	0	0	10	4	8	0	0	0	2	0	12	2	0	0	4	22	0	82	0	0	0	3	0	6	0	0	3	169	0	0	10
lncRNA_3344	ptg000001l	9945461	9945666	+	206	4	5	3	1	0	0	2	0	1	1	0	0	0	0	0	2	0	0	19	0	0	0	3	0	1	0	0	5	1	0	0	0	1	0	4	0	4	0	2	0
lncRNA_3345	ptg000001l	9946628	9948793	+	2166	956	35	95	86	58	49	186	232	76	23	1397	52	603	890	154	136	12	20	146	1143	339	146	129	65	58	1180	14	35	68	1180	74	30	536	353	10	280	2	20	1085	44
lncRNA_3346	ptg000001l	9969264	9969683	+	420	6	6	3	5	3	7	8	3	7	4	1	8	1	16	0	0	4	0	5	7	0	0	2	0	3	1	0	6	14	1	3	9	0	11	0	0	0	0	12	0
lncRNA_3347	ptg000001l	9973076	9973567	+	492	0	0	15	22	0	0	0	4	0	1	0	0	1	0	9	0	0	2	0	8	0	1	2	0	0	0	32	0	0	0	0	0	3	0	0	0	2	0	4	0
lncRNA_3348	ptg000001l	9974280	9974487	+	208	0	0	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3349	ptg000001l	9974833	9975065	+	233	4	0	2	1	0	1	4	7	2	1	2	0	0	12	0	8	2	4	0	4	0	6	0	0	4	1	3	0	2	1	80	0	2	2	0	31	18	0	0	5
lncRNA_3350	ptg000001l	9991433	9992367	+	935	3	0	0	30	2	44	0	0	0	0	1	1	0	3	2	0	0	0	0	0	0	2	0	0	0	17	42	0	6	17	0	0	4	1	90	0	0	0	0	0
lncRNA_3351	ptg000001l	10021242	10021565	+	324	0	1	4	0	13	0	1	109	0	0	0	0	0	0	99	15	4	4	0	0	0	0	4	0	2	0	0	1	2	0	1	9	0	1	0	3	8	0	0	2
lncRNA_3352	ptg000001l	10261742	10262522	+	781	14	22	153	7	0	27	10	28	1	0	0	80	32	29	5	1	32	116	14	244	42	0	36	14	147	2	164	22	5	2	87	11	166	0	0	39	351	6	14	56
lncRNA_3353	ptg000001l	10262759	10263805	+	1047	14	6	96	0	4	20	0	25	0	0	105	14	24	55	4	0	0	26	8	15	0	2	12	20	21	63	125	6	0	63	2	10	93	0	2	1	23	0	87	13
lncRNA_3354	ptg000001l	10264122	10264493	+	372	0	1	45	0	0	0	0	4	0	0	0	32	6	10	0	0	0	0	0	6	0	0	0	3	4	14	0	1	0	14	0	0	5	0	2	9	4	0	0	0
lncRNA_3355	ptg000001l	10265392	10266497	+	1106	0	0	39	0	2	2	0	2	0	4	0	6	0	0	0	0	3	0	0	0	4	0	0	3	0	0	6	0	0	0	12	0	0	2	4	4	0	0	0	0
lncRNA_3356	ptg000001l	10266718	10266950	+	233	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3357	ptg000001l	10675677	10677760	+	2084	0	6	44	4	5	16	5	4	15	0	0	15	0	0	4	0	0	7	0	0	0	5	0	13	4	0	7	6	0	0	2	11	0	16	6	21	0	9	0	0
lncRNA_3358	ptg000001l	10680024	10680861	+	838	7	10	11	3	20	6	31	5	16	14	9	4	14	12	2	15	6	2	9	7	1	24	5	17	49	0	5	10	17	0	26	11	11	17	1	32	10	0	1	9
lncRNA_3359	ptg000001l	10682149	10682366	+	218	0	5	2	6	0	7	0	34	18	0	8	3	0	3	5	0	6	0	0	0	0	1	0	5	0	0	2	5	0	0	0	0	0	7	10	8	0	0	0	0
lncRNA_3360	ptg000001l	10690432	10690648	+	217	0	0	0	48	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	0	19	0	0	0	0	0
lncRNA_3361	ptg000001l	10722389	10723441	+	1053	39	9	92	54	28	16	123	10	0	56	39	12	36	42	48	119	30	27	28	39	14	0	137	13	41	46	99	9	2	46	72	29	79	0	5	56	134	2	110	26
lncRNA_3362	ptg000001l	10926729	10928207	+	1479	9	14	8	4	6	22	22	0	2	30	22	10	3	88	0	27	52	23	108	152	46	1	7	6	15	32	88	14	15	32	58	4	64	15	4	5	14	1	6	17
lncRNA_3363	ptg000001l	11106553	11106758	+	206	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4
lncRNA_3364	ptg000001l	11118183	11118907	+	725	1	0	12	0	0	0	4	1	1	2	0	4	3	1	0	0	8	0	1	36	8	0	4	1	4	8	0	0	0	8	0	2	1	0	0	2	0	6	4	3
lncRNA_3365	ptg000001l	11120545	11121082	+	538	7	5	2	0	3	2	5	10	0	0	1	0	0	3	10	3	2	10	0	28	6	0	0	0	15	0	12	5	9	0	2	8	13	1	0	0	9	0	0	6
lncRNA_3366	ptg000001l	11155406	11155750	+	345	0	0	18	0	0	0	0	0	0	0	2	8	12	13	0	0	0	0	0	39	2	0	0	2	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0
lncRNA_3367	ptg000001l	11258606	11258899	+	294	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	1
lncRNA_3368	ptg000001l	11282439	11282801	+	363	0	10	5	10	9	18	6	3	4	4	6	0	13	0	22	3	2	12	0	0	0	2	0	10	0	0	8	10	2	0	0	27	0	2	9	6	14	18	34	10
lncRNA_3369	ptg000001l	11286586	11287026	+	441	0	2	7	0	0	0	0	2	2	1	0	0	0	0	0	0	2	2	0	0	0	0	0	7	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0
lncRNA_3370	ptg000001l	11312771	11312974	+	204	0	5	6	0	0	0	13	0	4	0	0	2	0	0	0	19	0	16	0	0	1	0	10	0	10	0	0	5	0	0	0	0	0	1	0	0	0	0	0	6
lncRNA_3371	ptg000001l	11318116	11319481	+	1366	0	0	12	18	0	55	0	33	21	37	0	4	20	0	15	0	27	0	22	0	8	3	1	36	0	0	41	0	0	0	26	0	0	12	11	12	0	0	0	0
lncRNA_3372	ptg000001l	11323871	11324342	+	472	1	8	22	18	0	6	14	4	19	15	0	27	33	0	16	11	10	9	18	0	3	11	1	8	2	6	2	8	4	6	0	15	0	31	29	25	8	0	0	2
lncRNA_3373	ptg000001l	11365657	11365961	+	305	0	0	1	0	12	0	0	1	0	10	0	1	0	0	0	0	0	2	0	2	17	9	1	8	0	0	0	0	0	0	0	0	2	42	1	38	0	0	0	0
lncRNA_3374	ptg000001l	11395176	11395621	+	446	31	30	4	32	0	88	3	0	38	0	29	0	8	91	0	13	1	46	0	45	30	0	1	2	38	13	56	30	0	13	0	0	10	0	18	4	15	0	25	16
lncRNA_3375	ptg000001l	11436260	11436560	+	301	16	3	1	6	0	9	1	2	1	0	0	0	0	5	0	0	1	0	0	1	4	0	3	0	0	4	5	3	4	4	0	1	3	0	0	0	6	0	11	3
lncRNA_3376	ptg000001l	11524895	11525325	+	431	0	4	65	8	0	6	1	10	0	2	0	8	8	0	10	0	10	14	0	65	4	1	0	11	7	0	94	4	0	0	38	2	7	2	0	13	6	0	0	6
lncRNA_3377	ptg000001l	11628068	11628432	+	365	0	2	48	0	1	3	0	3	0	0	8	2	10	6	0	0	0	0	0	13	4	2	0	2	0	0	11	2	0	0	2	0	10	0	0	8	32	0	0	0
lncRNA_3378	ptg000001l	11639903	11640895	+	993	0	3	68	0	0	4	0	9	0	1	4	15	53	8	0	14	14	11	0	77	11	0	0	25	8	0	135	3	5	0	36	2	38	0	0	7	8	0	0	6
lncRNA_3379	ptg000001l	11641226	11642969	+	1744	8	2	133	11	0	34	6	20	2	0	0	64	29	18	11	0	8	26	0	85	0	0	4	34	22	20	132	2	6	20	14	7	44	4	0	72	62	0	0	8
lncRNA_3380	ptg000001l	11650086	11650955	+	870	12	0	92	14	0	6	4	8	2	0	2	55	6	0	0	0	0	14	0	16	4	0	0	9	0	8	104	0	2	8	0	6	38	0	0	2	22	17	0	0
lncRNA_3381	ptg000001l	11667283	11667500	+	218	0	0	0	0	2	0	2	3	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	3	3	0	3	0	0	1	0
lncRNA_3382	ptg000001l	11679063	11679346	+	284	0	0	25	0	0	0	0	4	0	0	0	10	4	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	3
lncRNA_3383	ptg000001l	11680755	11681014	+	260	0	0	10	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
lncRNA_3384	ptg000001l	11681323	11682023	+	701	2	0	139	0	0	1	0	3	0	2	10	49	10	12	2	0	2	0	2	35	8	0	0	20	4	0	27	0	0	0	0	0	21	1	0	6	14	13	0	2
lncRNA_3385	ptg000001l	11730620	11731105	+	486	9	2	31	0	0	21	0	7	0	0	0	1	3	3	0	0	5	2	0	4	0	0	0	0	10	0	53	2	0	0	5	0	2	0	0	1	0	0	0	0
lncRNA_3386	ptg000001l	11769666	11770206	+	541	0	3	127	9	0	18	0	16	0	0	0	14	7	0	0	0	2	1	0	9	2	1	3	9	8	0	3	3	0	0	1	6	18	4	0	10	97	17	1	0
lncRNA_3387	ptg000001l	11773762	11774082	+	321	0	0	2	0	0	0	0	0	0	2	0	0	7	6	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0
lncRNA_3388	ptg000001l	11798210	11800020	+	1811	0	0	16	0	119	0	0	0	35	220	0	36	0	0	0	0	142	0	108	0	0	2	0	68	0	0	3	0	87	0	91	89	0	0	0	0	0	66	0	0
lncRNA_3389	ptg000001l	11857406	11858278	+	873	0	0	11	3	0	0	0	1	0	0	0	10	7	1	0	0	0	0	0	3	0	0	0	4	2	0	16	0	1	0	2	0	7	0	0	2	4	1	0	0
lncRNA_3390	ptg000001l	11889469	11889703	+	235	16	2	1	0	0	0	6	9	0	10	0	0	2	0	9	0	8	2	0	0	2	0	8	0	0	10	0	2	0	10	2	0	8	2	0	2	6	0	20	0
lncRNA_3391	ptg000001l	11936951	11938763	+	1813	23	0	270	6	1	0	57	14	6	0	2	74	70	26	8	2	10	11	58	155	24	2	69	6	22	26	74	0	9	26	22	12	135	0	4	63	28	6	89	4
lncRNA_3392	ptg000001l	11953205	11953623	+	419	0	0	0	0	0	4	0	0	0	0	0	6	5	8	0	0	0	6	0	27	0	0	0	0	3	0	23	0	0	0	0	1	16	0	0	12	11	0	0	0
lncRNA_3393	ptg000001l	11960605	11961544	+	940	0	0	40	0	0	1	6	2	0	0	4	16	6	0	0	0	0	22	0	27	8	1	0	10	12	0	14	0	9	0	4	0	14	0	0	3	91	0	0	0
lncRNA_3394	ptg000001l	11965061	11965465	+	405	10	0	124	0	0	0	0	0	0	0	14	10	23	9	0	0	28	0	0	78	12	0	0	8	0	0	0	0	0	0	28	0	44	0	0	14	0	0	0	0
lncRNA_3395	ptg000001l	11972560	11973342	+	783	0	2	23	0	0	0	0	0	0	0	0	4	4	15	0	0	0	5	0	16	0	0	0	2	2	0	1	2	0	0	8	0	10	0	0	2	0	0	0	0
lncRNA_3396	ptg000001l	11979562	11979863	+	302	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3397	ptg000001l	12022651	12022866	+	216	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	8	0	0	0
lncRNA_3398	ptg000001l	12034536	12034802	+	267	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_3399	ptg000001l	12041052	12042458	+	1407	0	4	14	0	2	0	23	2	0	2	0	32	94	0	97	0	2	0	0	0	6	4	72	44	0	0	1	4	0	0	0	45	12	0	0	11	8	67	44	4
lncRNA_3400	ptg000001l	12047190	12047571	+	382	0	0	6	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
lncRNA_3401	ptg000001l	12058329	12058766	+	438	8	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
lncRNA_3402	ptg000001l	12061246	12061992	+	747	15	0	29	10	0	0	0	4	0	0	0	4	11	10	0	0	0	4	0	43	11	0	0	0	7	0	45	0	1	0	15	10	16	0	0	21	30	0	0	12
lncRNA_3403	ptg000001l	12071389	12072313	+	925	0	0	190	0	0	16	0	12	0	0	0	32	17	6	0	0	0	0	0	8	10	0	0	10	0	0	30	0	0	0	44	0	32	0	0	6	0	0	0	0
lncRNA_3404	ptg000001l	12076763	12077096	+	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	19	0	0	0
lncRNA_3405	ptg000001l	12104460	12105394	+	935	0	6	220	10	0	10	3	16	10	6	13	73	23	15	0	0	2	8	0	65	16	2	0	4	29	0	71	6	19	0	28	18	48	0	0	4	75	21	0	5
lncRNA_3406	ptg000001l	12107999	12108629	+	631	0	2	46	4	0	16	2	2	4	0	21	50	4	25	0	14	0	4	0	50	2	4	18	4	17	0	34	2	0	0	1	0	16	0	4	10	43	37	2	4
lncRNA_3407	ptg000001l	12117644	12118067	+	424	0	0	22	0	0	2	0	0	0	2	0	0	0	2	0	0	7	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	2	8	0	0	0
lncRNA_3408	ptg000001l	12125357	12125647	+	291	0	0	24	0	0	0	1	2	0	0	0	4	2	4	0	0	2	2	0	32	4	0	0	9	0	0	20	0	0	0	0	2	15	0	0	6	14	0	0	1
lncRNA_3409	ptg000001l	12142738	12144817	+	2080	11	35	126	62	13	7	314	39	29	75	27	109	42	11	71	121	35	64	49	49	35	24	180	12	34	20	90	35	11	20	19	78	40	5	3	67	336	10	18	128
lncRNA_3410	ptg000001l	12145177	12146132	+	956	22	6	168	77	54	61	30	22	26	27	17	90	10	68	18	8	34	10	85	114	44	10	4	31	12	41	91	6	19	41	27	22	59	36	29	30	137	18	38	33
lncRNA_3411	ptg000001l	12146951	12148061	+	1111	6	12	238	8	9	22	0	4	0	9	20	128	103	24	10	0	5	6	0	127	20	6	0	43	12	25	199	12	17	25	40	48	131	5	0	87	59	40	0	12
lncRNA_3412	ptg000001l	12194750	12195544	+	795	0	0	86	0	0	18	14	10	0	2	0	19	8	12	4	4	2	8	0	31	2	0	0	10	11	0	51	0	0	0	12	14	40	2	0	11	35	0	2	7
lncRNA_3413	ptg000001l	12244360	12244596	+	237	0	0	15	0	0	4	0	14	0	0	3	0	4	0	0	2	0	5	0	4	0	0	0	4	13	0	17	0	1	0	10	0	10	0	4	0	43	0	0	0
lncRNA_3414	ptg000001l	12340255	12340524	+	270	0	1	0	0	0	0	1	0	0	0	2	0	4	26	0	0	0	7	0	13	0	0	6	0	13	0	22	1	0	0	0	0	9	0	0	4	14	0	0	0
lncRNA_3415	ptg000001l	12342006	12342360	+	355	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0
lncRNA_3416	ptg000001l	12346097	12347105	+	1009	22	0	61	4	0	11	0	8	0	0	2	30	8	2	2	0	0	3	0	68	28	3	0	1	26	0	80	0	6	0	0	3	75	0	0	22	97	0	0	0
lncRNA_3417	ptg000001l	12362010	12363219	+	1210	91	23	0	3	24	0	49	9	0	13	42	2	80	12	8	10	2	25	0	31	42	29	27	2	15	40	1	23	27	40	2	78	41	5	0	13	14	44	79	3
lncRNA_3418	ptg000001l	12411214	12412349	+	1136	54	0	0	0	0	5	0	46	1	0	14	0	0	5	76	0	3	0	5	31	25	1	1	0	0	19	0	0	0	19	0	2	82	0	0	5	0	0	133	0
lncRNA_3419	ptg000001l	12439671	12440009	+	339	48	4	9	34	2	12	1	26	49	3	31	4	25	29	19	6	0	0	25	24	6	46	3	4	6	56	7	4	29	56	0	6	28	7	4	15	2	6	34	2
lncRNA_3420	ptg000001l	12661010	12661223	+	214	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0
lncRNA_3421	ptg000001l	13127336	13127662	+	327	15	0	4	0	0	0	0	0	37	48	4	0	48	27	0	0	5	0	26	12	10	10	0	9	0	7	17	0	0	7	43	0	8	26	3	22	0	0	0	0
lncRNA_3422	ptg000001l	13780474	13780762	+	289	0	0	11	0	2	1	16	0	9	4	0	17	0	0	0	0	2	2	0	2	20	0	0	57	0	0	1	0	0	0	2	11	0	4	0	2	6	16	0	31
lncRNA_3423	ptg000001l	14185466	14186528	+	1063	221	0	0	0	0	6	1	0	1	0	53	0	0	368	0	0	0	0	0	94	195	0	0	1	0	174	0	0	0	174	0	0	74	1	0	0	0	0	83	0
lncRNA_3424	ptg000001l	14290973	14291755	+	783	0	5	2	0	2	7	5	0	0	0	0	0	0	0	0	0	0	29	0	1	0	0	9	0	34	0	21	5	2	0	2	4	0	2	0	0	44	0	0	5
lncRNA_3425	ptg000001l	14297583	14297812	+	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
lncRNA_3426	ptg000001l	14300651	14301169	+	519	0	6	15	0	0	0	0	18	0	0	0	1	9	0	0	0	0	0	0	1	0	0	0	0	17	0	70	6	2	0	5	0	0	0	0	8	8	10	0	0
lncRNA_3427	ptg000001l	14345228	14345469	+	242	0	0	2	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	0	0	0
lncRNA_3428	ptg000001l	14345748	14346027	+	280	0	0	78	2	0	12	1	0	0	3	7	48	16	6	9	0	13	1	0	47	0	5	0	14	1	0	113	0	0	0	15	0	15	0	2	10	0	4	0	0
lncRNA_3429	ptg000001l	14440283	14441595	+	1313	0	4	44	31	0	1	0	5	0	5	0	8	22	0	0	2	9	0	2	5	0	4	1	0	7	0	33	4	0	0	11	0	9	0	2	6	93	0	0	0
lncRNA_3430	ptg000001l	14454372	14454604	+	233	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	10	0	2	8	0	0	0	0	0	0	0	0	2	0	0	0	10	0	8	0
lncRNA_3431	ptg000001l	14517879	14518105	+	227	0	0	0	1	0	2	0	3	0	0	0	0	3	0	0	9	0	1	0	0	0	2	0	0	0	2	7	0	0	2	0	0	2	3	0	4	0	0	0	0
lncRNA_3432	ptg000001l	14522256	14522508	+	253	0	1	0	0	4	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	1	0	0	0	0	0	0	0	2	0	0	0	6
lncRNA_3433	ptg000001l	14524345	14524680	+	336	11	4	6	0	4	2	7	0	0	1	0	0	3	7	0	3	4	8	18	0	0	1	0	0	9	0	0	4	0	0	1	0	2	3	0	2	0	0	0	4
lncRNA_3434	ptg000001l	14543858	14544301	+	444	0	1	95	0	0	28	0	24	0	0	0	6	35	3	6	0	0	4	2	33	7	2	1	27	0	0	134	1	0	0	27	6	11	4	0	30	3	13	0	2
lncRNA_3435	ptg000001l	14556645	14557376	+	732	0	0	37	0	0	1	0	1	2	0	0	0	1	0	0	0	2	0	14	20	4	0	0	0	18	0	63	0	0	0	1	1	3	0	0	10	9	0	0	5
