gene_id,species,group_id,type,conservation_level
Peve_00012119,Peve,OG_00515,three_way,low
Pocillopora_meandrina_HIv1___TS.g4395.t1,Ptua,OG_00515,three_way,low
FUN_001509-T1,Apul,OG_00516,three_way,medium
Peve_00012120,Peve,OG_00516,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1886.t1,Ptua,OG_00516,three_way,medium
FUN_001511-T1,Apul,OG_00517,three_way,medium
Peve_00012124,Peve,OG_00517,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1885.t1,Ptua,OG_00517,three_way,medium
FUN_001515-T1,Apul,OG_00518,three_way,high
Peve_00012126,Peve,OG_00518,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g1884.t1,Ptua,OG_00518,three_way,high
FUN_001517-T1,Apul,OG_00519,three_way,high
Peve_00012127,Peve,OG_00519,three_way,high
Pocillopora_meandrina_HIv1___TS.g4391.t1,Ptua,OG_00519,three_way,high
FUN_001519-T1,Apul,OG_00520,three_way,medium
Peve_00042520,Peve,OG_00520,three_way,medium
Pocillopora_meandrina_HIv1___TS.g4541.t1,Ptua,OG_00520,three_way,medium
FUN_001520-T1,Apul,OG_00521,three_way,low
Peve_00042519,Peve,OG_00521,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2039.t1,Ptua,OG_00521,three_way,low
FUN_001522-T1,Apul,OG_00522,three_way,high
Peve_00042518,Peve,OG_00522,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2040.t1,Ptua,OG_00522,three_way,high
FUN_001527-T1,Apul,OG_00523,three_way,low
Peve_00000631,Peve,OG_00523,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2042.t1,Ptua,OG_00523,three_way,low
FUN_001528-T1,Apul,OG_00524,three_way,medium
Peve_00000629,Peve,OG_00524,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2043.t1,Ptua,OG_00524,three_way,medium
FUN_001529-T3,Apul,OG_00525,three_way,medium
Peve_00000626,Peve,OG_00525,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2044.t1,Ptua,OG_00525,three_way,medium
FUN_001530-T1,Apul,OG_00526,three_way,high
Peve_00000625,Peve,OG_00526,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2045.t2,Ptua,OG_00526,three_way,high
FUN_001531-T1,Apul,OG_00527,three_way,medium
Peve_00000632,Peve,OG_00527,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2047.t1,Ptua,OG_00527,three_way,medium
FUN_001532-T1,Apul,OG_00528,three_way,medium
Peve_00000627,Peve,OG_00528,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2048.t1,Ptua,OG_00528,three_way,medium
FUN_001534-T1,Apul,OG_00529,three_way,low
Peve_00014191,Peve,OG_00529,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.12922_t,Ptua,OG_00529,three_way,low
FUN_001535-T1,Apul,OG_00530,three_way,medium
Peve_00014195,Peve,OG_00530,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2057.t1,Ptua,OG_00530,three_way,medium
FUN_001545-T1,Apul,OG_00531,three_way,low
Peve_00033291,Peve,OG_00531,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15386.t1,Ptua,OG_00531,three_way,low
FUN_001546-T1,Apul,OG_00532,three_way,medium
Peve_00020469,Peve,OG_00532,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2063.t1,Ptua,OG_00532,three_way,medium
FUN_001547-T1,Apul,OG_00533,three_way,high
Peve_00020470,Peve,OG_00533,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2064.t1,Ptua,OG_00533,three_way,high
FUN_001548-T1,Apul,OG_00534,three_way,medium
Peve_00003913,Peve,OG_00534,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2065.t1,Ptua,OG_00534,three_way,medium
FUN_001550-T1,Apul,OG_00535,three_way,medium
Peve_00003916,Peve,OG_00535,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2091.t1,Ptua,OG_00535,three_way,medium
FUN_001551-T1,Apul,OG_00536,three_way,medium
Peve_00003917,Peve,OG_00536,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2092.t1,Ptua,OG_00536,three_way,medium
FUN_001553-T1,Apul,OG_00537,three_way,medium
Peve_00003908,Peve,OG_00537,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1998.t1,Ptua,OG_00537,three_way,medium
FUN_001554-T1,Apul,OG_00538,three_way,medium
Peve_00027305,Peve,OG_00538,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2001.t1,Ptua,OG_00538,three_way,medium
FUN_001558-T1,Apul,OG_00539,three_way,low
Peve_00027303,Peve,OG_00539,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2006.t1,Ptua,OG_00539,three_way,low
FUN_001562-T1,Apul,OG_00540,three_way,high
Peve_00013899,Peve,OG_00540,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2018.t1,Ptua,OG_00540,three_way,high
FUN_001567-T1,Apul,OG_00541,three_way,low
Peve_00037806,Peve,OG_00541,three_way,low
Pocillopora_meandrina_HIv1___TS.g4529.t1,Ptua,OG_00541,three_way,low
FUN_001573-T1,Apul,OG_00542,three_way,medium
Peve_00010783,Peve,OG_00542,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2028.t1,Ptua,OG_00542,three_way,medium
FUN_001577-T1,Apul,OG_00543,three_way,medium
Peve_00010785,Peve,OG_00543,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2029.t1,Ptua,OG_00543,three_way,medium
FUN_001579-T1,Apul,OG_00544,three_way,medium
Peve_00005420,Peve,OG_00544,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2031.t1,Ptua,OG_00544,three_way,medium
FUN_001581-T1,Apul,OG_00545,three_way,medium
Peve_00005421,Peve,OG_00545,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2032.t2,Ptua,OG_00545,three_way,medium
FUN_001582-T1,Apul,OG_00546,three_way,high
Peve_00005424,Peve,OG_00546,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.12901_t,Ptua,OG_00546,three_way,high
FUN_001583-T1,Apul,OG_00547,three_way,medium
Peve_00005423,Peve,OG_00547,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2035.t1,Ptua,OG_00547,three_way,medium
FUN_001587-T1,Apul,OG_00548,three_way,medium
Peve_00005425,Peve,OG_00548,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2036.t2,Ptua,OG_00548,three_way,medium
FUN_001590-T1,Apul,OG_00549,three_way,low
Peve_00023229,Peve,OG_00549,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g1994.t1,Ptua,OG_00549,three_way,low
FUN_001591-T1,Apul,OG_00550,three_way,medium
Peve_00023228,Peve,OG_00550,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1993.t1,Ptua,OG_00550,three_way,medium
FUN_001592-T1,Apul,OG_00551,three_way,low
Peve_00023231,Peve,OG_00551,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g1991.t1,Ptua,OG_00551,three_way,low
FUN_001595-T1,Apul,OG_00552,three_way,medium
Peve_00004149,Peve,OG_00552,three_way,medium
Pocillopora_meandrina_HIv1___TS.g4491.t1,Ptua,OG_00552,three_way,medium
FUN_001596-T1,Apul,OG_00553,three_way,low
Peve_00004147,Peve,OG_00553,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g1984.t1,Ptua,OG_00553,three_way,low
FUN_001599-T1,Apul,OG_00554,three_way,high
Peve_00004146,Peve,OG_00554,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g1982.t1,Ptua,OG_00554,three_way,high
FUN_001603-T1,Apul,OG_00555,three_way,medium
Peve_00043865,Peve,OG_00555,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1979.t2,Ptua,OG_00555,three_way,medium
FUN_001608-T2,Apul,OG_00556,three_way,high
Peve_00045305,Peve,OG_00556,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g1923.t1,Ptua,OG_00556,three_way,high
FUN_001609-T1,Apul,OG_00557,three_way,high
Peve_00045306,Peve,OG_00557,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g1922.t2,Ptua,OG_00557,three_way,high
FUN_001612-T1,Apul,OG_00558,three_way,medium
Peve_00045309,Peve,OG_00558,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1976.t1,Ptua,OG_00558,three_way,medium
FUN_001613-T1,Apul,OG_00559,three_way,medium
Peve_00045310,Peve,OG_00559,three_way,medium
Pocillopora_meandrina_HIv1___TS.g4484.t1,Ptua,OG_00559,three_way,medium
FUN_001614-T1,Apul,OG_00560,three_way,medium
Peve_00045296,Peve,OG_00560,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1942.t1,Ptua,OG_00560,three_way,medium
FUN_001615-T1,Apul,OG_00561,three_way,low
Peve_00045297,Peve,OG_00561,three_way,low
Pocillopora_meandrina_HIv1___TS.g4451.t1,Ptua,OG_00561,three_way,low
FUN_001616-T1,Apul,OG_00562,three_way,medium
Peve_00045298,Peve,OG_00562,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1944.t1,Ptua,OG_00562,three_way,medium
FUN_001618-T1,Apul,OG_00563,three_way,medium
Peve_00045302,Peve,OG_00563,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1946.t1,Ptua,OG_00563,three_way,medium
FUN_001619-T1,Apul,OG_00564,three_way,medium
Peve_00045303,Peve,OG_00564,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g1947.t1,Ptua,OG_00564,three_way,medium
FUN_001621-T1,Apul,OG_00565,three_way,high
Peve_00012529,Peve,OG_00565,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g1948.t1,Ptua,OG_00565,three_way,high
FUN_001622-T1,Apul,OG_00566,three_way,medium
Peve_00012530,Peve,OG_00566,three_way,medium
Pocillopora_meandrina_HIv1___TS.g4457.t1,Ptua,OG_00566,three_way,medium
FUN_001623-T1,Apul,OG_00567,three_way,low
Peve_00042510,Peve,OG_00567,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2168.t1,Ptua,OG_00567,three_way,low
FUN_001624-T2,Apul,OG_00568,three_way,medium
Peve_00042511,Peve,OG_00568,three_way,medium
Pocillopora_meandrina_HIv1___TS.g4673.t1,Ptua,OG_00568,three_way,medium
FUN_001626-T1,Apul,OG_00569,three_way,medium
Peve_00042512,Peve,OG_00569,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2166.t1,Ptua,OG_00569,three_way,medium
FUN_001628-T1,Apul,OG_00570,three_way,high
Peve_00009929,Peve,OG_00570,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2165.t1,Ptua,OG_00570,three_way,high
FUN_001630-T1,Apul,OG_00571,three_way,medium
Peve_00009934,Peve,OG_00571,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2163.t1,Ptua,OG_00571,three_way,medium
FUN_001631-T1,Apul,OG_00572,three_way,medium
Peve_00029327,Peve,OG_00572,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2162.t1,Ptua,OG_00572,three_way,medium
FUN_001632-T1,Apul,OG_00573,three_way,medium
Peve_00029329,Peve,OG_00573,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2161.t1,Ptua,OG_00573,three_way,medium
FUN_001633-T1,Apul,OG_00574,three_way,low
Peve_00029328,Peve,OG_00574,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2159.t1,Ptua,OG_00574,three_way,low
FUN_001636-T1,Apul,OG_00575,three_way,low
Peve_00030249,Peve,OG_00575,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2156.t1,Ptua,OG_00575,three_way,low
FUN_001638-T1,Apul,OG_00576,three_way,medium
Peve_00009933,Peve,OG_00576,three_way,medium
Pocillopora_meandrina_HIv1___TS.g14306.t1,Ptua,OG_00576,three_way,medium
FUN_001639-T1,Apul,OG_00577,three_way,medium
Peve_00020138,Peve,OG_00577,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29422.t1,Ptua,OG_00577,three_way,medium
FUN_001640-T1,Apul,OG_00578,three_way,low
Peve_00020144,Peve,OG_00578,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g29421.t1,Ptua,OG_00578,three_way,low
FUN_001648-T2,Apul,OG_00579,three_way,medium
Peve_00020140,Peve,OG_00579,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29417.t1,Ptua,OG_00579,three_way,medium
FUN_001653-T1,Apul,OG_00580,three_way,medium
Peve_00038366,Peve,OG_00580,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29408.t1,Ptua,OG_00580,three_way,medium
FUN_001654-T1,Apul,OG_00581,three_way,high
Peve_00038365,Peve,OG_00581,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g29407.t1,Ptua,OG_00581,three_way,high
FUN_001655-T1,Apul,OG_00582,three_way,high
Peve_00038364,Peve,OG_00582,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g29406.t1,Ptua,OG_00582,three_way,high
FUN_001656-T1,Apul,OG_00583,three_way,high
Peve_00038363,Peve,OG_00583,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g29405.t1,Ptua,OG_00583,three_way,high
FUN_001657-T1,Apul,OG_00584,three_way,medium
Peve_00038362,Peve,OG_00584,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29404.t1,Ptua,OG_00584,three_way,medium
FUN_001658-T1,Apul,OG_00585,three_way,high
Peve_00038361,Peve,OG_00585,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g29403.t1,Ptua,OG_00585,three_way,high
FUN_001664-T1,Apul,OG_00586,three_way,medium
Peve_00038398,Peve,OG_00586,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29392.t1,Ptua,OG_00586,three_way,medium
FUN_001665-T1,Apul,OG_00587,three_way,medium
Peve_00038394,Peve,OG_00587,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29391.t1,Ptua,OG_00587,three_way,medium
FUN_001671-T2,Apul,OG_00588,three_way,low
Peve_00038393,Peve,OG_00588,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g29390.t1,Ptua,OG_00588,three_way,low
FUN_001720-T1,Apul,OG_00589,three_way,low
Peve_00041622,Peve,OG_00589,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2704.t1,Ptua,OG_00589,three_way,low
FUN_001723-T1,Apul,OG_00590,three_way,low
Peve_00041635,Peve,OG_00590,three_way,low
Pocillopora_meandrina_HIv1___TS.g5211.t1,Ptua,OG_00590,three_way,low
FUN_001725-T1,Apul,OG_00591,three_way,medium
Peve_00041636,Peve,OG_00591,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2701.t1,Ptua,OG_00591,three_way,medium
FUN_001727-T3,Apul,OG_00592,three_way,high
Peve_00007898,Peve,OG_00592,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2700.t1,Ptua,OG_00592,three_way,high
FUN_001728-T1,Apul,OG_00593,three_way,low
Peve_00007897,Peve,OG_00593,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2699.t1,Ptua,OG_00593,three_way,low
FUN_001730-T1,Apul,OG_00594,three_way,medium
Peve_00007904,Peve,OG_00594,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2698.t1,Ptua,OG_00594,three_way,medium
FUN_001731-T1,Apul,OG_00595,three_way,medium
Peve_00007902,Peve,OG_00595,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2695.t1,Ptua,OG_00595,three_way,medium
FUN_001733-T1,Apul,OG_00596,three_way,medium
Peve_00007896,Peve,OG_00596,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2642.t1,Ptua,OG_00596,three_way,medium
FUN_001735-T1,Apul,OG_00597,three_way,medium
Peve_00025009,Peve,OG_00597,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2644.t1,Ptua,OG_00597,three_way,medium
FUN_001739-T1,Apul,OG_00598,three_way,medium
Peve_00025011,Peve,OG_00598,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2646.t1,Ptua,OG_00598,three_way,medium
FUN_001747-T1,Apul,OG_00599,three_way,low
Peve_00023224,Peve,OG_00599,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.13551_t,Ptua,OG_00599,three_way,low
FUN_001748-T1,Apul,OG_00600,three_way,low
Peve_00027254,Peve,OG_00600,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2653.t1,Ptua,OG_00600,three_way,low
FUN_001749-T1,Apul,OG_00601,three_way,medium
Peve_00019400,Peve,OG_00601,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2654.t1,Ptua,OG_00601,three_way,medium
FUN_001750-T1,Apul,OG_00602,three_way,high
Peve_00019399,Peve,OG_00602,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2655.t1,Ptua,OG_00602,three_way,high
FUN_001764-T1,Apul,OG_00603,three_way,high
Peve_00031949,Peve,OG_00603,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2672.t1,Ptua,OG_00603,three_way,high
FUN_001765-T1,Apul,OG_00604,three_way,medium
Peve_00023733,Peve,OG_00604,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.13574_t,Ptua,OG_00604,three_way,medium
FUN_001766-T1,Apul,OG_00605,three_way,medium
Peve_00023732,Peve,OG_00605,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2675.t1,Ptua,OG_00605,three_way,medium
FUN_001768-T1,Apul,OG_00606,three_way,medium
Peve_00035581,Peve,OG_00606,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2678.t1c,Ptua,OG_00606,three_way,medium
FUN_001769-T1,Apul,OG_00607,three_way,medium
Peve_00035580,Peve,OG_00607,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2678.t1a,Ptua,OG_00607,three_way,medium
FUN_001771-T1,Apul,OG_00608,three_way,high
Peve_00035574,Peve,OG_00608,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2680.t1,Ptua,OG_00608,three_way,high
FUN_001772-T1,Apul,OG_00609,three_way,low
Peve_00035573,Peve,OG_00609,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2681.t1,Ptua,OG_00609,three_way,low
FUN_001775-T1,Apul,OG_00610,three_way,low
Peve_00035572,Peve,OG_00610,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2682.t1,Ptua,OG_00610,three_way,low
FUN_001777-T1,Apul,OG_00611,three_way,medium
Peve_00035594,Peve,OG_00611,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2684.t2,Ptua,OG_00611,three_way,medium
FUN_001778-T1,Apul,OG_00612,three_way,low
Peve_00035593,Peve,OG_00612,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2685.t1,Ptua,OG_00612,three_way,low
FUN_001779-T1,Apul,OG_00613,three_way,low
Peve_00026506,Peve,OG_00613,three_way,low
Pocillopora_meandrina_HIv1___TS.g5198.t1,Ptua,OG_00613,three_way,low
FUN_001780-T1,Apul,OG_00614,three_way,high
Peve_00026505,Peve,OG_00614,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2691.t1,Ptua,OG_00614,three_way,high
FUN_001781-T1,Apul,OG_00615,three_way,high
Peve_00011615,Peve,OG_00615,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2692.t1,Ptua,OG_00615,three_way,high
FUN_001782-T1,Apul,OG_00616,three_way,medium
Peve_00011614,Peve,OG_00616,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2693.t1,Ptua,OG_00616,three_way,medium
FUN_001783-T1,Apul,OG_00617,three_way,low
Peve_00011612,Peve,OG_00617,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2641.t1,Ptua,OG_00617,three_way,low
FUN_001784-T1,Apul,OG_00618,three_way,medium
Peve_00011611,Peve,OG_00618,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2640.t1a,Ptua,OG_00618,three_way,medium
FUN_001787-T1,Apul,OG_00619,three_way,medium
Peve_00008715,Peve,OG_00619,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2639.t1,Ptua,OG_00619,three_way,medium
FUN_001788-T1,Apul,OG_00620,three_way,medium
Peve_00008725,Peve,OG_00620,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2638.t2,Ptua,OG_00620,three_way,medium
FUN_001790-T1,Apul,OG_00621,three_way,low
Peve_00008717,Peve,OG_00621,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2637.t1,Ptua,OG_00621,three_way,low
FUN_001793-T1,Apul,OG_00622,three_way,low
Peve_00008718,Peve,OG_00622,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2635.t1a,Ptua,OG_00622,three_way,low
FUN_001794-T1,Apul,OG_00623,three_way,low
Peve_00037091,Peve,OG_00623,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g15131.t1,Ptua,OG_00623,three_way,low
FUN_001801-T3,Apul,OG_00624,three_way,low
Peve_00029857,Peve,OG_00624,three_way,low
Pocillopora_meandrina_HIv1___TS.g5140.t1,Ptua,OG_00624,three_way,low
FUN_001841-T2,Apul,OG_00625,three_way,medium
Peve_00006792,Peve,OG_00625,three_way,medium
Pocillopora_meandrina_HIv1___TS.g5135.t1,Ptua,OG_00625,three_way,medium
FUN_001842-T1,Apul,OG_00626,three_way,high
Peve_00006790,Peve,OG_00626,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2620.t1,Ptua,OG_00626,three_way,high
FUN_001845-T1,Apul,OG_00627,three_way,medium
Peve_00006788,Peve,OG_00627,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2618.t1,Ptua,OG_00627,three_way,medium
FUN_001846-T1,Apul,OG_00628,three_way,high
Peve_00025830,Peve,OG_00628,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2614.t1,Ptua,OG_00628,three_way,high
FUN_001847-T1,Apul,OG_00629,three_way,high
Peve_00025829,Peve,OG_00629,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2613.t1,Ptua,OG_00629,three_way,high
FUN_001848-T1,Apul,OG_00630,three_way,low
Peve_00018077,Peve,OG_00630,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2612.t1a,Ptua,OG_00630,three_way,low
FUN_001853-T1,Apul,OG_00631,three_way,low
Peve_00018078,Peve,OG_00631,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2603.t1,Ptua,OG_00631,three_way,low
FUN_001855-T1,Apul,OG_00632,three_way,low
Peve_00023234,Peve,OG_00632,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2602.t1,Ptua,OG_00632,three_way,low
FUN_001856-T1,Apul,OG_00633,three_way,medium
Peve_00043869,Peve,OG_00633,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2601.t1,Ptua,OG_00633,three_way,medium
FUN_001857-T1,Apul,OG_00634,three_way,medium
Peve_00009168,Peve,OG_00634,three_way,medium
Pocillopora_meandrina_HIv1___TS.g9153.t1,Ptua,OG_00634,three_way,medium
FUN_001860-T1,Apul,OG_00635,three_way,medium
Peve_00032178,Peve,OG_00635,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2600.t1,Ptua,OG_00635,three_way,medium
FUN_001861-T1,Apul,OG_00636,three_way,low
Peve_00042514,Peve,OG_00636,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2599.t1,Ptua,OG_00636,three_way,low
FUN_001862-T1,Apul,OG_00637,three_way,low
Peve_00033944,Peve,OG_00637,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2597.t1,Ptua,OG_00637,three_way,low
FUN_001867-T1,Apul,OG_00638,three_way,high
Peve_00030491,Peve,OG_00638,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2595.t1,Ptua,OG_00638,three_way,high
FUN_001878-T1,Apul,OG_00639,three_way,high
Peve_00030498,Peve,OG_00639,three_way,high
Pocillopora_meandrina_HIv1___TS.g5107.t1,Ptua,OG_00639,three_way,high
FUN_001879-T1,Apul,OG_00640,three_way,medium
Peve_00030499,Peve,OG_00640,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2593.t1,Ptua,OG_00640,three_way,medium
FUN_001882-T1,Apul,OG_00641,three_way,medium
Peve_00030484,Peve,OG_00641,three_way,medium
Pocillopora_meandrina_HIv1___TS.g5105.t1,Ptua,OG_00641,three_way,medium
FUN_001883-T1,Apul,OG_00642,three_way,medium
Peve_00030486,Peve,OG_00642,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2592.t1,Ptua,OG_00642,three_way,medium
FUN_001887-T1,Apul,OG_00643,three_way,medium
Peve_00030489,Peve,OG_00643,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g29129.t1,Ptua,OG_00643,three_way,medium
FUN_001889-T1,Apul,OG_00644,three_way,medium
Peve_00030492,Peve,OG_00644,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2578.t2,Ptua,OG_00644,three_way,medium
FUN_001898-T1,Apul,OG_00645,three_way,high
Peve_00018649,Peve,OG_00645,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2575.t1,Ptua,OG_00645,three_way,high
FUN_001899-T1,Apul,OG_00646,three_way,medium
Peve_00018640,Peve,OG_00646,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2574.t1,Ptua,OG_00646,three_way,medium
FUN_001900-T1,Apul,OG_00647,three_way,medium
Peve_00018641,Peve,OG_00647,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2573.t1,Ptua,OG_00647,three_way,medium
FUN_001901-T1,Apul,OG_00648,three_way,medium
Peve_00018643,Peve,OG_00648,three_way,medium
Pocillopora_meandrina_HIv1___TS.g5085.t1,Ptua,OG_00648,three_way,medium
FUN_001904-T1,Apul,OG_00649,three_way,medium
Peve_00013091,Peve,OG_00649,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2569.t1,Ptua,OG_00649,three_way,medium
FUN_001905-T1,Apul,OG_00650,three_way,low
Peve_00013092,Peve,OG_00650,three_way,low
Pocillopora_meandrina_HIv1___RNAseq.g2568.t1,Ptua,OG_00650,three_way,low
FUN_001908-T1,Apul,OG_00651,three_way,medium
Peve_00024474,Peve,OG_00651,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2562.t1,Ptua,OG_00651,three_way,medium
FUN_001909-T1,Apul,OG_00652,three_way,high
Peve_00019769,Peve,OG_00652,three_way,high
Pocillopora_meandrina_HIv1___RNAseq.g2561.t1,Ptua,OG_00652,three_way,high
FUN_001917-T1,Apul,OG_00653,three_way,low
Peve_00024476,Peve,OG_00653,three_way,low
Pocillopora_meandrina_HIv1___TS.g5073.t1,Ptua,OG_00653,three_way,low
FUN_001940-T1,Apul,OG_00654,three_way,medium
Peve_00024481,Peve,OG_00654,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.20168_t,Ptua,OG_00654,three_way,medium
FUN_001941-T1,Apul,OG_00655,three_way,medium
Peve_00024483,Peve,OG_00655,three_way,medium
Pocillopora_meandrina_HIv1___TS.g6439.t1,Ptua,OG_00655,three_way,medium
FUN_001943-T1,Apul,OG_00656,three_way,medium
Peve_00041248,Peve,OG_00656,three_way,medium
Pocillopora_meandrina_HIv1___RNAseq.g2485.t1,Ptua,OG_00656,three_way,medium
FUN_001944-T1,Apul,OG_00657,three_way,medium
Peve_00030386,Peve,OG_00657,three_way,medium
