group_id,type,avg_identity,apul,peve,ptua,annotation_source,confidence_level,species_count,conservation_level,functional_category,evolutionary_significance,sequence_length
OG_04574,three_way,83.988,FUN_022224-T1,Peve_00008148,Pocillopora_meandrina_HIv1___RNAseq.g4744.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04575,three_way,48.185,FUN_022225-T1,Peve_00008146,Pocillopora_meandrina_HIv1___RNAseq.g4746.t1b,basic_analysis,medium,3,low,core_conserved,high,
OG_04576,three_way,76.53366666666666,FUN_022235-T2,Peve_00012432,Pocillopora_meandrina_HIv1___RNAseq.g4750.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04577,three_way,65.46666666666667,FUN_022239-T1,Peve_00029745,Pocillopora_meandrina_HIv1___RNAseq.g4755.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04578,three_way,81.13533333333334,FUN_022241-T1,Peve_00037422,Pocillopora_meandrina_HIv1___RNAseq.g4756.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04579,three_way,87.71433333333333,FUN_022242-T1,Peve_00037424,Pocillopora_meandrina_HIv1___TS.g22171.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04580,three_way,80.60083333333333,FUN_022243-T2,Peve_00037426,Pocillopora_meandrina_HIv1___RNAseq.g4758.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04581,three_way,49.892,FUN_022244-T1,Peve_00037427,Pocillopora_meandrina_HIv1___RNAseq.g4759.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04582,three_way,54.247166666666665,FUN_022245-T1,Peve_00037428,Pocillopora_meandrina_HIv1___RNAseq.g4760.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04583,three_way,77.724,FUN_022248-T1,Peve_00021274,Pocillopora_meandrina_HIv1___RNAseq.g4731.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04584,three_way,79.9,FUN_022249-T1,Peve_00021283,Pocillopora_meandrina_HIv1___RNAseq.g4723.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04585,three_way,52.4535,FUN_022251-T1,Peve_00021288,Pocillopora_meandrina_HIv1___RNAseq.g4724.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04586,three_way,45.06,FUN_022256-T1,Peve_00021275,Pocillopora_meandrina_HIv1___TS.g22138.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04587,three_way,56.8915,FUN_022259-T1,Peve_00043995,Pocillopora_meandrina_HIv1___RNAseq.g4721.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04588,three_way,93.872,FUN_022260-T1,Peve_00043990,Pocillopora_meandrina_HIv1___RNAseq.g4718.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04589,three_way,64.07733333333333,FUN_022261-T1,Peve_00043989,Pocillopora_meandrina_HIv1___RNAseq.g4717.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04590,three_way,60.199,FUN_022265-T1,Peve_00043988,Pocillopora_meandrina_HIv1___RNAseq.g4716.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04591,three_way,77.09633333333333,FUN_022266-T1,Peve_00044000,Pocillopora_meandrina_HIv1___RNAseq.g4715.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04592,three_way,76.18966666666667,FUN_022267-T1,Peve_00043987,Pocillopora_meandrina_HIv1___RNAseq.g4714.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04593,three_way,56.11566666666666,FUN_022271-T1,Peve_00007683,Pocillopora_meandrina_HIv1___RNAseq.g4712.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04594,three_way,78.5305,FUN_022278-T1,Peve_00022094,Pocillopora_meandrina_HIv1___RNAseq.g4704.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04595,three_way,75.602,FUN_022279-T1,Peve_00022093,Pocillopora_meandrina_HIv1___RNAseq.g4703.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04596,three_way,79.605,FUN_022280-T1,Peve_00022092,Pocillopora_meandrina_HIv1___RNAseq.g4702.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04597,three_way,41.48266666666667,FUN_022282-T1,Peve_00027183,Pocillopora_meandrina_HIv1___RNAseq.g4699.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04598,three_way,63.41,FUN_022283-T1,Peve_00029268,Pocillopora_meandrina_HIv1___RNAseq.g4698.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04599,three_way,77.41933333333333,FUN_022284-T1,Peve_00028966,Pocillopora_meandrina_HIv1___RNAseq.g4697.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04600,three_way,62.73716666666667,FUN_022285-T1,Peve_00003591,Pocillopora_meandrina_HIv1___RNAseq.g4696.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04601,three_way,67.76066666666667,FUN_022288-T1,Peve_00003595,Pocillopora_meandrina_HIv1___RNAseq.g4695.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04602,three_way,60.70033333333333,FUN_022291-T1,Peve_00003683,Pocillopora_meandrina_HIv1___RNAseq.g4693.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04603,three_way,84.67733333333334,FUN_022292-T1,Peve_00003687,Pocillopora_meandrina_HIv1___RNAseq.g4692.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04604,three_way,65.73366666666666,FUN_022293-T1,Peve_00003688,Pocillopora_meandrina_HIv1___RNAseq.g4691.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04605,three_way,77.32466666666667,FUN_022295-T1,Peve_00003689,Pocillopora_meandrina_HIv1___RNAseq.g4689.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04606,three_way,63.23733333333333,FUN_022296-T1,Peve_00003691,Pocillopora_meandrina_HIv1___RNAseq.g4665.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04607,three_way,54.49733333333333,FUN_022297-T1,Peve_00021643,Pocillopora_meandrina_HIv1___RNAseq.g4620.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04608,three_way,70.31033333333333,FUN_022298-T1,Peve_00003685,Pocillopora_meandrina_HIv1___RNAseq.g4621.t1b,basic_analysis,medium,3,medium,core_conserved,high,
OG_04609,three_way,36.00233333333333,FUN_022305-T1,Peve_00003816,Pocillopora_meandrina_HIv1___RNAseq.g3971.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04610,three_way,86.57633333333334,FUN_022307-T1,Peve_00021671,Pocillopora_meandrina_HIv1___RNAseq.g4623.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04611,three_way,85.60266666666666,FUN_022308-T1,Peve_00021683,Pocillopora_meandrina_HIv1___RNAseq.g4624.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04612,three_way,73.5495,FUN_022309-T1,Peve_00021685,Pocillopora_meandrina_HIv1___RNAseq.g4625.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04613,three_way,77.60866666666666,FUN_022311-T1,Peve_00021687,Pocillopora_meandrina_HIv1___RNAseq.g4627.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04614,three_way,45.843,FUN_022312-T1,Peve_00021688,Pocillopora_meandrina_HIv1___RNAseq.g4629.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04615,three_way,61.79866666666667,FUN_022314-T1,Peve_00021691,Pocillopora_meandrina_HIv1___TS.g22047.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04616,three_way,88.54166666666667,FUN_022315-T1,Peve_00021692,Pocillopora_meandrina_HIv1___RNAseq.g4632.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04617,three_way,36.72766666666666,FUN_022316-T1,Peve_00021693,Pocillopora_meandrina_HIv1___RNAseq.g4633.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04618,three_way,56.806333333333335,FUN_022319-T1,Peve_00021701,Pocillopora_meandrina_HIv1___TS.g22054.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04619,three_way,52.955333333333336,FUN_022321-T1,Peve_00021706,Pocillopora_meandrina_HIv1___RNAseq.g4642.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04620,three_way,86.02233333333332,FUN_022322-T1,Peve_00021644,Pocillopora_meandrina_HIv1___RNAseq.g4643.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04621,three_way,86.14483333333334,FUN_022323-T1,Peve_00021645,Pocillopora_meandrina_HIv1___RNAseq.g4644.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04622,three_way,94.488,FUN_022327-T1,Peve_00021647,Pocillopora_meandrina_HIv1___RNAseq.g4647.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04623,three_way,72.99766666666666,FUN_022328-T1,Peve_00021648,Pocillopora_meandrina_HIv1___RNAseq.g4648.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04624,three_way,52.3965,FUN_022332-T1,Peve_00028602,Pocillopora_meandrina_HIv1___RNAseq.g4651.t2,basic_analysis,medium,3,low,core_conserved,high,
OG_04625,three_way,61.93866666666667,FUN_022333-T1,Peve_00028601,Pocillopora_meandrina_HIv1___RNAseq.g4652.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04626,three_way,68.03833333333333,FUN_022334-T2,Peve_00028599,Pocillopora_meandrina_HIv1___RNAseq.g4653.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04627,three_way,62.08733333333333,FUN_022340-T1,Peve_00028608,Pocillopora_meandrina_HIv1___RNAseq.g4654.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04628,three_way,55.89933333333333,FUN_022341-T1,Peve_00028605,Pocillopora_meandrina_HIv1___RNAseq.g4655.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04629,three_way,74.125,FUN_022342-T1,Peve_00028600,Pocillopora_meandrina_HIv1___RNAseq.g4656.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04630,three_way,58.79733333333333,FUN_022343-T1,Peve_00028597,Pocillopora_meandrina_HIv1___RNAseq.g4657.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04631,three_way,53.583333333333336,FUN_022344-T1,Peve_00018541,Pocillopora_meandrina_HIv1___TS.g22072.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04632,three_way,72.2795,FUN_022345-T1,Peve_00018540,Pocillopora_meandrina_HIv1___RNAseq.g4659.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04633,three_way,98.06033333333332,FUN_022346-T1,Peve_00018538,Pocillopora_meandrina_HIv1___RNAseq.g4661.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04634,three_way,73.46366666666667,FUN_022354-T1,Peve_00021995,Pocillopora_meandrina_HIv1___RNAseq.g4584.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04635,three_way,74.13533333333334,FUN_022357-T1,Peve_00021682,Pocillopora_meandrina_HIv1___RNAseq.g4585.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04636,three_way,71.571,FUN_022359-T1,Peve_00021994,Pocillopora_meandrina_HIv1___TS.g22004.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04637,three_way,86.07533333333333,FUN_022363-T1,Peve_00021993,Pocillopora_meandrina_HIv1___RNAseq.g4594.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04638,three_way,67.867,FUN_022364-T3,Peve_00021992,Pocillopora_meandrina_HIv1___RNAseq.g4595.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04639,three_way,64.79716666666667,FUN_022365-T1,Peve_00021988,Pocillopora_meandrina_HIv1___TS.g22011.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04640,three_way,48.586666666666666,FUN_022366-T1,Peve_00001649,Pocillopora_meandrina_HIv1___RNAseq.g9291.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04641,three_way,84.17866666666667,FUN_022367-T1,Peve_00013238,Pocillopora_meandrina_HIv1___TS.g19588.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04642,three_way,55.12766666666666,FUN_022368-T1,Peve_00013237,Pocillopora_meandrina_HIv1___RNAseq.g9293.t2,basic_analysis,medium,3,low,core_conserved,high,
OG_04643,three_way,77.29733333333333,FUN_022369-T1,Peve_00013236,Pocillopora_meandrina_HIv1___RNAseq.g9295.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04644,three_way,87.35,FUN_022371-T1,Peve_00013234,Pocillopora_meandrina_HIv1___RNAseq.g9296.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04645,three_way,64.13066666666667,FUN_022375-T1,Peve_00013232,Pocillopora_meandrina_HIv1___RNAseq.g9298.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04646,three_way,49.90833333333334,FUN_022378-T1,Peve_00013226,Pocillopora_meandrina_HIv1___RNAseq.g9303.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04647,three_way,65.24716666666666,FUN_022379-T1,Peve_00013225,Pocillopora_meandrina_HIv1___RNAseq.g9304.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04648,three_way,76.63933333333333,FUN_022381-T1,Peve_00013224,Pocillopora_meandrina_HIv1___RNAseq.g9305.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04649,three_way,66.057,FUN_022382-T1,Peve_00013222,Pocillopora_meandrina_HIv1___RNAseq.g9307.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04650,three_way,67.081,FUN_022383-T1,Peve_00013221,Pocillopora_meandrina_HIv1___RNAseq.g9308.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04651,three_way,63.92666666666666,FUN_022386-T3,Peve_00037603,Pocillopora_meandrina_HIv1___RNAseq.g9310.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04652,three_way,66.46,FUN_022389-T1,Peve_00037602,Pocillopora_meandrina_HIv1___TS.g19607.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04653,three_way,66.70333333333333,FUN_022390-T1,Peve_00037601,Pocillopora_meandrina_HIv1___RNAseq.g9313.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04654,three_way,78.64883333333333,FUN_022393-T1,Peve_00037599,Pocillopora_meandrina_HIv1___TS.g19612.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04655,three_way,95.205,FUN_022395-T1,Peve_00037598,Pocillopora_meandrina_HIv1___RNAseq.g9318.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04656,three_way,72.51733333333334,FUN_022396-T1,Peve_00037596,Pocillopora_meandrina_HIv1___RNAseq.g9319.t1b,basic_analysis,medium,3,medium,core_conserved,high,
OG_04657,three_way,71.057,FUN_022397-T1,Peve_00037595,Pocillopora_meandrina_HIv1___RNAseq.g9319.t1a,basic_analysis,medium,3,medium,core_conserved,high,
OG_04658,three_way,62.90333333333333,FUN_022398-T1,Peve_00037594,Pocillopora_meandrina_HIv1___RNAseq.g9320.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04659,three_way,53.783,FUN_022401-T1,Peve_00037592,Pocillopora_meandrina_HIv1___RNAseq.g4560.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04660,three_way,80.267,FUN_022403-T2,Peve_00037588,Pocillopora_meandrina_HIv1___RNAseq.g4547.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04661,three_way,79.75416666666666,FUN_022406-T1,Peve_00037585,Pocillopora_meandrina_HIv1___TS.g21958.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04662,three_way,68.21366666666667,FUN_022408-T1,Peve_00037583,Pocillopora_meandrina_HIv1___RNAseq.g4541.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04663,three_way,56.841166666666666,FUN_022411-T1,Peve_00037636,Pocillopora_meandrina_HIv1___TS.g21954.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04664,three_way,91.77833333333334,FUN_022412-T1,Peve_00037635,Pocillopora_meandrina_HIv1___RNAseq.18822_t,basic_analysis,medium,3,high,core_conserved,high,
OG_04665,three_way,77.59166666666667,FUN_022413-T1,Peve_00037634,Pocillopora_meandrina_HIv1___RNAseq.g4538.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04666,three_way,37.86366666666667,FUN_022414-T1,Peve_00037631,Pocillopora_meandrina_HIv1___RNAseq.g4357.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04667,three_way,41.7235,FUN_022419-T1,Peve_00037625,Pocillopora_meandrina_HIv1___RNAseq.g4351.t2,basic_analysis,medium,3,low,core_conserved,high,
OG_04668,three_way,87.994,FUN_022424-T1,Peve_00037614,Pocillopora_meandrina_HIv1___RNAseq.g4350.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04669,three_way,66.758,FUN_022425-T1,Peve_00037613,Pocillopora_meandrina_HIv1___RNAseq.g4349.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04670,three_way,59.46366666666667,FUN_022428-T1,Peve_00037611,Pocillopora_meandrina_HIv1___RNAseq.g4345.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04671,three_way,84.66583333333334,FUN_022429-T1,Peve_00037610,Pocillopora_meandrina_HIv1___TS.g21752.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04672,three_way,55.87566666666667,FUN_022430-T1,Peve_00037605,Pocillopora_meandrina_HIv1___RNAseq.g4343.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04673,three_way,53.306666666666665,FUN_022435-T1,Peve_00037620,Pocillopora_meandrina_HIv1___RNAseq.g4340.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04674,three_way,61.0185,FUN_022436-T1,Peve_00037615,Pocillopora_meandrina_HIv1___RNAseq.g4337.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04675,three_way,81.93833333333333,FUN_022437-T1,Peve_00017892,Pocillopora_meandrina_HIv1___RNAseq.g4335.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04676,three_way,57.25933333333334,FUN_022441-T1,Peve_00017898,Pocillopora_meandrina_HIv1___RNAseq.g4334.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04677,three_way,71.33800000000001,FUN_022446-T1,Peve_00037587,Pocillopora_meandrina_HIv1___RNAseq.g4330.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04678,three_way,62.3975,FUN_022450-T1,Peve_00009225,Pocillopora_meandrina_HIv1___RNAseq.g4325.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04679,three_way,51.78233333333333,FUN_022452-T1,Peve_00009229,Pocillopora_meandrina_HIv1___RNAseq.g4320.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04680,three_way,71.59633333333333,FUN_022460-T1,Peve_00005135,Pocillopora_meandrina_HIv1___RNAseq.g4118.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04681,three_way,76.20733333333334,FUN_022471-T1,Peve_00021891,Pocillopora_meandrina_HIv1___RNAseq.g4309.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04682,three_way,65.6105,FUN_022473-T2,Peve_00020969,Pocillopora_meandrina_HIv1___RNAseq.g4307.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04683,three_way,54.81516666666667,FUN_022474-T1,Peve_00020970,Pocillopora_meandrina_HIv1___RNAseq.g4306.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04684,three_way,57.77916666666667,FUN_022475-T1,Peve_00020972,Pocillopora_meandrina_HIv1___RNAseq.g4305.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04685,three_way,48.067,FUN_022476-T1,Peve_00020971,Pocillopora_meandrina_HIv1___RNAseq.g4304.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04686,three_way,85.38066666666667,FUN_022477-T1,Peve_00002918,Pocillopora_meandrina_HIv1___RNAseq.g4303.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04687,three_way,36.67283333333333,FUN_022478-T1,Peve_00002929,Pocillopora_meandrina_HIv1___RNAseq.g4301.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04688,three_way,75.41633333333333,FUN_022479-T1,Peve_00002930,Pocillopora_meandrina_HIv1___RNAseq.g4300.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04689,three_way,73.78766666666667,FUN_022480-T1,Peve_00002919,Pocillopora_meandrina_HIv1___RNAseq.g4299.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04690,three_way,71.46483333333333,FUN_022481-T1,Peve_00002920,Pocillopora_meandrina_HIv1___RNAseq.g4298.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04691,three_way,79.319,FUN_022482-T1,Peve_00002923,Pocillopora_meandrina_HIv1___RNAseq.g4296.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04692,three_way,86.47083333333333,FUN_022484-T1,Peve_00002924,Pocillopora_meandrina_HIv1___RNAseq.g4295.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04693,three_way,88.12733333333333,FUN_022485-T1,Peve_00002925,Pocillopora_meandrina_HIv1___RNAseq.g4293.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04694,three_way,75.504,FUN_022486-T1,Peve_00002926,Pocillopora_meandrina_HIv1___RNAseq.g4292.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04695,three_way,61.783,FUN_022487-T1,Peve_00002927,Pocillopora_meandrina_HIv1___RNAseq.g4290.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04696,three_way,80.142,FUN_022491-T2,Peve_00043031,Pocillopora_meandrina_HIv1___RNAseq.g4280.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04697,three_way,69.23266666666666,FUN_022494-T1,Peve_00043030,Pocillopora_meandrina_HIv1___TS.18734_t,basic_analysis,medium,3,medium,core_conserved,high,
OG_04698,three_way,47.8575,FUN_022495-T1,Peve_00043033,Pocillopora_meandrina_HIv1___TS.g21687.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04699,three_way,69.74766666666667,FUN_022499-T1,Peve_00033031,Pocillopora_meandrina_HIv1___RNAseq.g4275.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04700,three_way,58.830666666666666,FUN_022500-T1,Peve_00032397,Pocillopora_meandrina_HIv1___RNAseq.g4274.t2,basic_analysis,medium,3,low,core_conserved,high,
OG_04701,three_way,63.63316666666667,FUN_022501-T1,Peve_00002457,Pocillopora_meandrina_HIv1___RNAseq.g4267.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04702,three_way,72.781,FUN_022502-T1,Peve_00002455,Pocillopora_meandrina_HIv1___RNAseq.g4266.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04703,three_way,71.45716666666667,FUN_022503-T1,Peve_00002454,Pocillopora_meandrina_HIv1___RNAseq.g4265.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04704,three_way,59.093,FUN_022505-T1,Peve_00002453,Pocillopora_meandrina_HIv1___RNAseq.g4264.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04705,three_way,76.27033333333334,FUN_022506-T1,Peve_00002460,Pocillopora_meandrina_HIv1___RNAseq.g4262.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04706,three_way,67.73566666666666,FUN_022507-T1,Peve_00002459,Pocillopora_meandrina_HIv1___RNAseq.g4261.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04707,three_way,82.23083333333334,FUN_022509-T1,Peve_00031525,Pocillopora_meandrina_HIv1___RNAseq.g4259.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04708,three_way,80.24166666666667,FUN_022512-T3,Peve_00029626,Pocillopora_meandrina_HIv1___RNAseq.g4258.t2,basic_analysis,medium,3,high,core_conserved,high,
OG_04709,three_way,61.22516666666667,FUN_022513-T1,Peve_00029618,Pocillopora_meandrina_HIv1___RNAseq.g4256.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04710,three_way,77.4915,FUN_022517-T1,Peve_00029619,Pocillopora_meandrina_HIv1___RNAseq.g4255.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04711,three_way,66.89816666666665,FUN_022518-T1,Peve_00030465,Pocillopora_meandrina_HIv1___TS.g21661.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04712,three_way,93.754,FUN_022519-T1,Peve_00026444,Pocillopora_meandrina_HIv1___RNAseq.g4252.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04713,three_way,57.53933333333333,FUN_022520-T1,Peve_00026443,Pocillopora_meandrina_HIv1___RNAseq.g4251.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04714,three_way,52.60116666666667,FUN_022525-T1,Peve_00020800,Pocillopora_meandrina_HIv1___RNAseq.g4522.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04715,three_way,62.5415,FUN_022527-T1,Peve_00020803,Pocillopora_meandrina_HIv1___RNAseq.g4524.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04716,three_way,41.83383333333333,FUN_022538-T1,Peve_00043570,Pocillopora_meandrina_HIv1___RNAseq.g4146.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04717,three_way,68.20566666666667,FUN_022539-T2,Peve_00025372,Pocillopora_meandrina_HIv1___RNAseq.g4147.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04718,three_way,86.79216666666667,FUN_022540-T1,Peve_00029315,Pocillopora_meandrina_HIv1___TS.g21550.t3,basic_analysis,medium,3,high,core_conserved,high,
OG_04719,three_way,65.10566666666666,FUN_022545-T1,Peve_00003430,Pocillopora_meandrina_HIv1___RNAseq.g4154.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04720,three_way,73.66833333333334,FUN_022569-T1,Peve_00000937,Pocillopora_meandrina_HIv1___RNAseq.g4156.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04721,three_way,84.55266666666667,FUN_022578-T1,Peve_00020592,Pocillopora_meandrina_HIv1___RNAseq.g4435.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04722,three_way,74.89066666666666,FUN_022580-T1,Peve_00020261,Pocillopora_meandrina_HIv1___RNAseq.g4432.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04723,three_way,67.00133333333333,FUN_022586-T1,Peve_00020593,Pocillopora_meandrina_HIv1___RNAseq.g4434.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04724,three_way,80.9065,FUN_022589-T1,Peve_00020263,Pocillopora_meandrina_HIv1___RNAseq.g4431.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04725,three_way,67.37833333333333,FUN_022590-T1,Peve_00020264,Pocillopora_meandrina_HIv1___RNAseq.g4430.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04726,three_way,89.74766666666666,FUN_022591-T1,Peve_00020266,Pocillopora_meandrina_HIv1___RNAseq.g4429.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04727,three_way,75.349,FUN_022593-T1,Peve_00020267,Pocillopora_meandrina_HIv1___RNAseq.g4428.t2,basic_analysis,medium,3,medium,core_conserved,high,
OG_04728,three_way,86.208,FUN_022594-T1,Peve_00020268,Pocillopora_meandrina_HIv1___RNAseq.g4427.t1,basic_analysis,medium,3,high,core_conserved,high,
OG_04729,three_way,59.531,FUN_022596-T1,Peve_00020269,Pocillopora_meandrina_HIv1___RNAseq.g4426.t1,basic_analysis,medium,3,low,core_conserved,high,
OG_04730,three_way,65.40233333333333,FUN_022598-T1,Peve_00006977,Pocillopora_meandrina_HIv1___RNAseq.g4425.t1,basic_analysis,medium,3,medium,core_conserved,high,
OG_04731,three_way,83.4855,FUN_022599-T1,Peve_00012273,Pocillopora_meandrina_HIv1___RNAseq.g4424.t2,basic_analysis,medium,3,high,core_conserved,high,
